"id","sentiment","review"
193,6,"Nokkuð kúl mynd. Ágætlega spennandi... Alltaf gaman af Las Vegas glamúr... Áhugavert að geta talið spil, maður ætti kannski að prófa það einhvern tíman ;)"
194,7,"<strong>Stelpan sem lék sér með eldinn</strong> segiru... Já, spennandi mynd, en samt ekki jafn góð og fyrri myndin, <strong>Karlmenn sem hata konur</strong>. Nokkuð góð saga, temmilega twisted..."
196,6,"Mjög kúl mynd - leit vel út; umhverfið, áferðin, litirnir... Kúl effect-ar, Crank gaurarnir klikka ekki - öll helstu trick-in sem maður kannast við hjá þeim; hraðar klippingar, funky sjónarhorn... var alveg að virka, mér fannst það alla vega ekki of mikið. Efnislega er hún ekki upp á marga fiska - handritið ekkert alltof bitastætt. En þetta er fínasta afþreying. Líka áhugaverð framtíðar pæling - tækni, siðferði og svona... Gott action, nóg af kúl byssubardögum, sprengingum og þessu helsta. Slatti af þekktum leikurum. Michael C. Hall (aka Dexter) smellpassar sem svona siðferðislaus gaur."
197,7,"Mjög fyndin mynd. Slatti scary líka, meira scary en ég bjóst við - eða s.s. svona adrenalín-scary (bú!). Nett brútal líka - smá splatter-húmor. Góð spenna. Hellingur af góðum bröndurum og fyndnum atriðum. Kannski ekki fyndnasta mynd ársins eins og einhver sagði, en gott stöff. Mér fannst intro grafíkin líka mjög kúl - fólk að detta á stafina og skutlandi þeim í burtu."
198,5,"&#193;g&#230;tlega fyndin. Frekar silly. &#222;unnt handrit."
199,7,"Mjög kúl mynd. Góð spenna, heavy action - nóg af sprengingum og öðru tilheyrandi. Slatti af mjög flottum atriðum. Nokkuð skemmtilegt handrit, áhugavert plot - ferskt/frumlegt. Gerard Butler er badass, bara svalur."
200,7,"Risastór stórslysamynd. Mjög spennandi á köflum - klikkaðar tæknibrellur. Stundum var þetta eins og mega rússíbani í tívolí - klikkað fjör :) Virkilega flott tölvugrafík - það var líka nóg af henni. En hún var frekar löng... Áhugaverðar pælingar varðandi hvað væri gert ef við vissum að heimurinn væri að farast."
201,6,"Nokku&#240; fyndin mynd. Bull og vitleysa - eins og ma&#240;ur bj&#243;st n&#250; vi&#240;. Will Ferrel &#225;tti eiginlega <a href=""http&#58;//iam.officialstation.com/post/162877073/what-happened-in-albuquerque-from-the-goods-from-the"">besta atri&#240;i&#240;</a>."
202,6,"&#193;hugaver&#240; mynd. Svol&#237;ti&#240; &#246;&#240;ruv&#237;si. H&#230;g og sm&#225; art&#253; bragur. Eiginlega einleikur. Leit vel &#250;t - flott leikmynd og raunveruleg t&#246;lvugraf&#237;k."
203,5,"Enn önnur zombie myndin... Ágæt spenna. Persónurnar ekkert alltof krassandi. Hefði mátt vera meira fútt í handritinu. Myndin er líklega ekki gerð með mjög mikinn budget. Nokkuð dark/niðurdrepandi/vonleysi... definitely not a feel-good movie."
204,4,"Ýmislegt sem kom ekki á óvart... Þunnt handrit - stundum eiginlega fáránlegt. Lélegur leikur. Ágæt spenna á köflum. Hellingur af effektum sem hefði örugglega verið kúl að sjá í 3D bíó. Þetta er svona mynd sem maður horfir á þegar maður nennir ekki að gera neitt annað og nennir ekki að leita að neinu öðru (*hóst*þynnka*hóst*)."
205,5,"F&#237;n mynd. Nokkrir g&#243;&#240;ir brandarar/fyndin atri&#240;i. Zooey er n&#225;tt&#250;rulega vo&#240;a miki&#240; kr&#250;tt. Ekki eins v&#230;min og ma&#240;ur myndi kannski b&#250;ast vi&#240;."
206,7,"Mj&#246;g fyndin mynd. Einhvern veginn.. l&#225;gstemmd gr&#237;nmynd&#44; nokku&#240; h&#230;g &#225; k&#246;flum - ekkert veri&#240; a&#240; keyra &#225; endalausum punchlines. Fullt af f&#237;num leikurum."
207,5,"Br&#250;tal mynd. Frekar sj&#250;k &#40;eins og vi&#240; m&#225;tti b&#250;ast&#41;. &#193;g&#230;tis gore/hryllingsmynd. Skemmtilegt a&#240; sj&#225; Bl&#225;a L&#243;ni&#240; &#40;og b&#250;ningsklefana &#237; Laugum&#41;."
208,7,"&#193;hugaver&#240; og fyndin heimildamynd. A&#240;d&#225;unarvert a&#240; hafa metna&#240; til a&#240; vera enn&#254;&#225; a&#240; spila 30 &#225;rum seinna &#254;r&#225;tt fyrir a&#240; hafa ekki ""meika&#240; &#254;a&#240;"". Nett klikka&#240;ir gaurar. J&#225;&#44; h&#250;n var alveg sprenghl&#230;gileg &#225; k&#246;flum - hellingur af gullmolum &#58;&#41; &#193;hugavert a&#240; fylgjast me&#240; bar&#225;ttu &#254;eirra sem t&#243;nlistarmenn."
209,6,"&#193;g&#230;tis spennumynd. Slatti af sprengingum&#44; byssubard&#246;gum... &#254;essu helsta. Handriti&#240; var ekkert alltof bitast&#230;tt. Leit nokku&#240; vel &#250;t."
210,7,"Nicolas Cage er langbestur þegar hann leikur svona klikkaðar persónur (eins og t.d. í Face/Off). Frekar klikkuð mynd - aðallega af því að megnið af persónunum voru nett klikkaðar. Mjög fyndin á köflum, vegna þess hve klikkað liðið var (eða s.s. aðallega Nicolas Cage). 
Já, svona þrálátir bakverkir geta farið illa í mann..."
211,9,"Virkilega flott mynd. Tæknibrellurnar voru óaðfinnanlegar - ótrúlega raunverulegt. Algjör snilld að sjá þetta í 3D - það er líka alveg nauðsynlegt fyrir þessa mynd. Myndatakan var alveg með 3D í huga, oft eins og maður væri staddur þarna. Mögnuð upplifun. Ég var að fíla neon rave stemninguna í frumskóginum á nóttunni - mjög kúl. Flottur og áhugaverður ævintýraheimur. Gott action - lokabardaginn var magnaður, risastór. Ég fékk svolítið á tilfinninguna að þetta væri smá ádeila á Íraksstríðið - alla vega viss tengsl; ráðast inn á landssvæði út af auðlindum og allt það. 3D dótið var reyndar stundum eitthvað að klikka, maður var ekki alveg að ná ""3D fókus"" strax. En það voru kannski bara augun manns að venjast þessu. Töff hvernig það var eins og undirtextinn (e. subtitles) væri svífandi yfir myndinni. Gott stöff."
212,6,"&#193;hugaver&#240; heimildamynd um t&#243;nleika sem hef&#240;u veri&#240; rugl flottir. Virkilega miki&#240; lagt &#237; a&#240; gera show-i&#240; gl&#230;silegt. &#193;hugavert a&#240; fylgjast me&#240; Michael Jackson &#230;fa sig&#44; hvernig hann vinnur..."
213,6,"L&#233;tt fj&#246;lskyldumynd... Fannst &#237;slenska &#254;&#253;&#240;ingin skemmtileg&#58; Leyndard&#243;mar Sn&#230;fellsj&#246;kuls. Slatti af effect-um sem hef&#240;i l&#237;klega veri&#240; fj&#246;r a&#240; sj&#225; &#237; 3D b&#237;&#243;..."
214,5,"Lj&#250;f mynd. Nokku&#240; fyndin &#225; k&#246;flum."
215,6,"Byggt &#225; sanns&#246;gulegum atbur&#240;um - e&#240;a s.s. b&#243;k sem d&#225;lkah&#246;fundurinn &#40;sem Robert Downey Jr. leikur&#41; skrifa&#240;i.&#10;&#193;g&#230;tlega l&#225;gstemmd - sm&#225; art&#253;/indie f&#237;lingur... Ekta Oscar bait. Vo&#240;a ""mannleg"" mynd um vin&#225;ttu..."
216,7,"&#193;hugaver&#240; og skemmtileg heimildamynd. Lil' Wayne er skrautleg pers&#243;na... Gaman a&#240; skyggnast bak vi&#240; tj&#246;ldin."
217,7,"Mjög fyndin. Georg var ekki eins leiðinlegur/þreytandi og ég hefði alveg búist við. Ólafur Ragnar/Pétur Jóhann sló náttúrulega í gegn - bara fyndin persóna. Slatti af dramatík en ekki eins mikið/yfirþyrmandi og maður hefði búist við miðað við suma Vaktar-þættina. Nokkuð góður endir á söguheimi sem var svona aðeins farinn að þreytast (mér fannst Fangavaktin engin snilld þótt það væru nokkrir góðir sprettir)."
218,4,"L&#233;ttmeti. Bj&#243;st n&#250; vi&#240; heilalausri action mynd... En &#254;etta var kannski a&#240;eins of heilalaust. Action atri&#240;in voru ekkert s&#233;rst&#246;k&#44; ekkert sem ma&#240;ur hefur ekki s&#233;&#240; &#225;&#240;ur. Handriti&#240; var mj&#246;g &#254;unnt - slatti af one-liners sem misstu marks. Hellingur af t&#246;lvugraf&#237;k... stundum var &#254;etta n&#250; ekki alveg n&#243;gu vanda&#240;&#44; ekki n&#243;gu raunverulegt/e&#240;lilegt. Hva&#240; var s&#237;&#240;an m&#225;li&#240; me&#240; b&#237;linn sem Paul Walker var a&#240; keyra seinni helminginn&#44; bara lj&#243;tur..."
219,5,"Klass&#237;sk 90's mynd - hef&#240;i samt &#246;rugglega veri&#240; skemmtilegra a&#240; horfa &#225; hana &#225; t&#237;unda &#225;ratugnum. L&#233;tt gr&#237;nmynd - engin sprenghl&#230;gileg atri&#240;i."
220,6,"&#193;g&#230;tis spennumynd. Sm&#225; Dexter d&#230;mi - svona ""dark passenger""..."
221,6,"&#193;hugaver&#240; mynd um klikka&#240;an forseta. Nokku&#240; gott action og spenna inn &#225; milli."
222,6,"S&#233;rst&#246;k mynd... eiginlega svol&#237;ti&#240; skr&#237;tin. &#201;g held a&#240; ma&#240;ur &#254;urfi kannski a&#240; horfa &#225; myndina aftur og jafnvel hlusta &#225; commentary hj&#225; leikstj&#243;ranum til a&#240; fatta betur hva&#240; var n&#225;kv&#230;mlega &#237; gangi&#44; p&#250;sla &#254;essu saman... &#222;etta er fyrsta myndin sem John August leikst&#253;rir - gaurinn sem skrifa&#240;i Go. &#222;annig a&#240; &#233;g var&#240; a&#240; t&#233;kka &#225; henni. &#193;hugaver&#240; mynd&#44; f&#230;r mann til a&#240; hugsa... leit vel &#250;t. &#193;hugaver&#240;ar pers&#243;nur..."
223,7,"Virkilega scary mynd... Vissulega sm&#225; Blair Witch Project f&#237;lingur - allt teki&#240; upp me&#240; myndav&#233;l a&#240;alpers&#243;nanna og svona. Gaman a&#240; horfa &#225; svona &#246;&#240;ruv&#237;si myndir. N&#250; vona &#233;g bara a&#240; &#233;g n&#225;i a&#240; sofna &#59;&#41;"
224,6,"Mjög súr mynd. Coen-bræður eru nú oft með sérstakar myndir með skrítnum persónum en þetta var svona... já, öðruvísi. Maður var ekki alveg viss hvert hún var að fara fyrri helminginni. Seinni part myndarinnar fóru hlutirnir aðeins meira að gerast. En vel gerð mynd - mjög góð kvikmyndaleg frásögn...
Fyndið að sjá í lokinn: ""No Jews were harmed in the making of this motion picture."""
225,8,"H&#246;rkug&#243;&#240; mynd. F&#237;nasta action og mj&#246;g fyndin inn &#225; milli. Robert Downey Jr. er alltaf g&#243;&#240;ur - snillingur &#237; a&#240; leika svona wacky pers&#243;nur. Guy Ritchie kann alveg a&#240; b&#250;a til skemmtilegar&#44; flottar og fyndnar spennumyndir. Flott myndataka... nokkur ekta Guy Ritchie atri&#240;i. Leit mj&#246;g vel &#250;t - umhverfi&#44; b&#250;ningar o.s.frv."
226,6,"Fínasta action. Handritið var ekki upp á marga fiska en það er kannski ekki nauðsynlegt fyrir svona myndir sem keyra bara á stórum action atriðum. Í credit listanum var Hávamál nefnt sem eitt af lögunum. Ekki viss hvenær það var notað en fannst áhugavert að taka eftir þessu."
227,6,"Áhugaverð saga... Nokkuð fyndin á köflum. Flott myndataka. Ekkert gífurlega ""uplifting"" enda er umfjöllunarefnið ekkert mjög hressandi. Tónlistin var frekar indie/Juno-leg."
228,7,"Kúl mynd. Töff áferð á henni, allt frekar brún/gráleitt - setti viðeigandi tón fyrir svona eftir-heimsendi (post-apocalytic) mynd. Denzel eitursvalur eins og venjulega. Mjög flott slagsmálaatriði. Mila Kunis var líka nokkuð kúl - það þarf ekkert að fara nánar út í það hvað hún er fiiine. Það er greinilegt að í framtíðinni er bráðnauðsynlegt að eiga flott sólgleraugu ;) Nokkur skemmtileg product placements - iPod Classic sem var ennþá alive and kicking og svo Beats by Dr. Dre heyrnatól (2 mismunandi týpur). Það var nett kúrekastemning - lone drifter walking through town, smábær í eiðimörkinni, bar/hóruhús sem höfuðstöðvar vonda kallsins..."
229,5,"Mj&#246;g skr&#237;tin mynd... handriti&#240; var frekar spes. Tekin upp me&#240; <a href=""http&#58;//en.wikipedia.org/wiki/RED_Digital_Cinema"">RED myndav&#233;l</a>&#44; Soderbergh er greinilega a&#240; f&#237;la RED &#237; t&#230;tlur."
230,5,"Vo&#240;a kr&#250;ttleg og awkward mynd... nokku&#240; fyndin &#225; k&#246;flum. Indie bragur/low budget..."
231,6,"Mjög áhugaverð heimildamynd um uppruna þessara gengja (Crips &amp; Bloods) og stríðið á milli þeirra. Meðal annars farið yfir sögu blökkumanna í Bandaríkjunum."
232,6,"H&#246;rkuspennandi &#230;vint&#253;ramynd. Nokku&#240; form&#250;lukennd og cheesy &#225; k&#246;flum. Gott gore/splatter action &#237; gangi - nokku&#240; br&#250;tal."
233,5,"Spennandi hryllingsmynd&#44; heldur manni alveg &#225; n&#225;lum. Enginn st&#243;rleikur... Frekar dark &amp; twisted eins og flestar myndir sem Joel Schumacher leikst&#253;rir."
234,4,"Temmilega s&#250;r mynd. N&#243;g af &#254;ekktum leikurum... &#193;g&#230;tlega spaugleg &#225; k&#246;flum. S&#246;gu&#254;r&#225;&#240;urinn var samt h&#225;lf slappur."
235,6,"Drama alveg &#237; gegn. Vel leikin. Frekar rugla&#240; hva&#240; str&#237;&#240; geta fokka&#240; upp fj&#246;lskyldum..."
236,6,"Fín heilalaus skemmtun - gott handrit er ekkert nauðsynlegt fyrir svona myndir. Töff action - góð keyrsla, nánast linnulaust. Nóg af íburðamiklum byssubardögum og sprengingum. Slatti af klassískum Luc Besson bílaeltingaleikjum."
237,4,"Elsta kvikmynd sem &#233;g hef horft &#225;. Horf&#240;i &#225; hana &#225; <a href=""http&#58;//www.theauteurs.com/films/24647"">theauteurs.com</a>. &#193;hugavert a&#240; horfa &#225; mynd sem var ger&#240; fyrir meira en 100 &#225;rum. Magna&#240;ir special effects &#237; gangi &#59;&#41;"
238,4,"Frekar kj&#225;naleg. N&#243;g af bl&#243;&#240;i - alveg extreme miki&#240; af bl&#243;&#240;i a&#240; sprautast &#250;t um allt&#44; nettur splatter. N&#243;g af action og ninja bard&#246;gum sem voru &#225;g&#230;tlega k&#250;l. Meira supernatural en &#233;g bj&#243;st vi&#240;. Hmm... &#254;etta var leikst&#253;rt af James McTeigue sem leikst&#253;r&#240;i l&#237;ka V for Vendetta. Honum t&#243;kst greinilega ekki alveg n&#243;gu vel &#237; &#254;etta skipti&#240; - l&#237;klega af &#254;v&#237; a&#240; &#254;a&#240; voru ekki jafn g&#243;&#240;ir leikarar og jafn gott handrit. Eins og me&#240; V &#254;&#225; var &#254;essi mynd l&#237;ka framleidd af Wachowski duo-inu og Joel Silver. Ma&#240;ur var alveg a&#240; sj&#225; sm&#225; Matrix effect-a &#237; bard&#246;gunum..."
239,8,"Mjög töff mynd. Matt Damon alveg að virka í svona super soldier hlutverki (þetta var samt ekki eins extreme og Jason Bourne). Góð action keyrsla... eltingaleikirnir voru intense - hlaupandi á milli húsa á fullu og myndatökumaðurinn þétt á eftir. Mjög flott myndataka. Er að fíla svona urban warfare myndir - eins og Black Hawk Down, Body of Lies o.s.frv. Eitthvað spennandi, öðruvísi og ófyrirsjáanlegt við þannig bardaga. 

<br><br>Mér fannst umhverfið frekar magnað... mörg skot þar sem sást yfir mjög stórt (stríðshrjáð) svæði og það var nokkuð impressive. Veit ekki hversu miklu var bætt við með tölvugrafík en þetta var ansi trúverðugt. Hefði alveg mátt ljúga því að mér að þetta hefði bara verið tekið upp í Írak - en þetta var víst tekið upp á Spáni og svo í Morokkó. 

<br><br>Herinn er oft með alls konar kúl tækni... ég var að fíla þyrluna sem flaug yfir borgina og gat greint sjálfkrafa (í myrkri) hvort einhver væri Bandarískur hermaður eða óvinur."
240,5,"&#193;g&#230;tis hryllingsmynd. Frekar nasty &#225; k&#246;flum."
241,7,"Drama. L&#237;fi&#240; og allt &#254;a&#240;. Vel leikin."
242,6,"Vo&#240;a lj&#250;f mynd. Ekki eins v&#230;min og ma&#240;ur g&#230;ti b&#250;ist vi&#240;. &#193;g&#230;tlega fyndin &#225; k&#246;flum. Veit n&#250; ekki alveg me&#240; &#211;skars-leik&#44; en ekki illa leikin - nema kannski litli krakkinn &#40;SJ&#41;&#44; sm&#225; ofleikur &#237; gangi. Huglj&#250;f fj&#246;lskyldumynd."
243,5,"Nokku&#240; spennandi. &#193;g&#230;tt action inn &#225; milli. Samt eitthva&#240; off - kannski handriti&#240;/sagan/plot-i&#240; e&#240;a leikurinn. E&#240;a blanda af b&#230;&#240;i. Trailer-inn var eiginlega flottari&#44; meira p&#250;&#240;ur &#237; honum."
244,7,"Mjög fyndin mynd. Eins og við mátti búast var hún mjög silly - eiginlega vitleysa út í gegn. En gott fjör. Ekkert brjálæðislega gott handrit eða söguþráður en það er ekkert nauðsynlegt með svona mynd. Það var nóg af sprenghlægilegum atriðum."
245,6,"&#193;hugaver&#240; mynd um l&#237;f Biggie Smalls aka The Notorious B.I.G."
246,6,"Nokku&#240; spennandi mynd. G&#243;&#240;ir leikarar - vel leikin."
247,5,"Algj&#246;r vitleysa - en nokku&#240; fyndin."
248,8,"Virkilega flott mynd - annað eins hefur ekki sést, einstök mynd. Stútfull af þekktum (og góðum leikurum). Það voru nokkur áhugaverð atriði í Extended útgáfunni en líka atriði sem maður skilur af hverju var sleppt. Á sínum tíma var talað um að þeir ætluðu að gera Sin City 2 og jafnvel 3 líka en maður hefur ekki heyrt neitt um það nýlega.
<br/><br/>
Þetta skrifaði ég víst þegar <a href=""http://www.officialstation.com/2005/06/23/biodagar-their-lifa-enn-biodagar-da-da-ra"">ég sá hana fyrst</a>: ""Shit hvað þetta er svöl mynd! Útlitið, persónurnar og samræðurnar eru alveg að gera sig. Mjög skemmtileg saga, hörku action-atriði og fullt af hot gellum. Topp úrval leikara sem voru alveg að skila sínu – sérstaklega Mickey Rourke sem er að koma sterkur inn aftur eftir smá pásu. Mæli eindregið með að sem flestir sjái þessa – gæða mynd í alla staði. Síðan er ekki verra að 2 og 3 eru á leiðinni ..hlakka til."""
249,7,"Gott fj&#246;r. Mj&#246;g fyndin mynd - ekki vi&#240; &#246;&#240;ru a&#240; b&#250;ast fr&#225; Steve Carell og Tina Fey. Hellingur af &#254;ekktum leikurum."
250,6,"Post-apocalypse mynd eins og Book of Eli en þessi var töluvert meira niðurdrepandi. Allt mjög grámyglulegt og ömurlegt. En nokkuð áhugaverð saga/ferðalag hjá þessum feðgum. Ágætlega spennandi á köflum."
251,4,"&#193;hugavert a&#240; sj&#225; hvernig kvikmyndager&#240; var 1974 &#40;Star Wars&#58; Episode IV kom &#250;t 3 &#225;rum seinna&#41;. Fl&#230;&#240;i&#240; og klippingin var ekki eins smooth og h&#250;n er n&#250;na. Nett hippa stemning. Ekkert f&#225;r&#225;nlega vel leikin. Meira skr&#237;tin/freaky/bizarre en &#233;g bj&#243;st vi&#240;. Frekar stuttur credit listi."
252,7,"Fínasta hryllingsmynd. Mjög spennandi á köflum. Fullt af sjokk-atriðum - maður fékk góðan skammt af adrenalíni og var oft alveg á nálum. Að vissu leyti týpísk vírusmynd. Smá zombie bragur. Þetta er víst endurgerð af samnefndri mynd frá 1973 sem George A. Romero gerði."
253,7,"Góð grín-spennumynd. Kúl action atriði í bland við góðan húmor. Meira brútal en ég bjóst við. Skemmtilegar persónur - sérstaklega Hit-Girl."
254,8,"Góð mynd. Mjög flott - umgjörðin, búningarnir o.s.frv. mjög áhrifamikið. Mjög stór/íburðamikil mynd (á köflum alla vega). Slatti af stórum bardögum. Fullt af góðum leikurum. Aðeins öðruvísi Hróa Hattar saga en maður hefur séð áður - engin Men in Tights ;)"
255,5,"F&#237;n mynd. Klass&#237;sk l&#246;ggumynd a&#240; &#253;msu leyti. Ekkert ge&#240;veikt krassandi fyrri partinn en &#254;a&#240; var g&#243;&#240; keyrsla &#237; lokinn&#44; g&#243;&#240; spenna. S&#246;gurnar &#40;pers&#243;nurnar&#41; tengdust ekkert mj&#246;g miki&#240; nema alveg &#237; lokinn. F&#230;r mann ekki beint til a&#240; vilja vera l&#246;gga &#40;&#237; Brooklyn&#41; - pers&#243;nurnar eru allar &#237; ruglinu."
256,7,"Góð mynd. Mjög brútal. Bresk framleiðsla - ekki þessi týpíski Hollywood bragur. Vel gerð. Flott landslag - minnti smá á íslenskt landslag. Mögnuð bardagaatriði - blóð út um allt. Fín saga."
257,7,"Virkilega fyndin mynd - fullt af sprenghlægilegum atriðum. Skemmtilegt rugl. Mjög skrautleg (og skemmtileg) persóna þessi Aldous Snow (Russell Brand). Nóg af cameos."
258,6,"Kúl mynd. Michael Caine alveg bad-ass. Brútal. Skugglegt ástand í þessu breska ghetto - breskir krakka-gangstas eru kolruglaðir."
259,4,"Frekar kjánaleg mynd. Alveg slatti af atriðum þar sem manni brá - en maður hló líka ótrúlega oft (aðeins of silly fyrir hryllingsmynd). Ágætlega spennandi en alveg formúlu-hryllingsmynd. Kannski að maður horfi á upprunalegu myndina til að bera saman..."
260,7,"Gott fjör. Mjög skemmtileg mynd. Pixar kunna þetta. Margar skemmtilegar persónur. Stuttmyndin á undan, Day &amp; Night, var líka mjög skemmtileg. Sá þetta í 3D en maður var ekkert mjög mikið var við auka 3D effect - ekki eins mikið og þegar maður sá Avatar. En hún leit mjög vel út."
261,7,"Kúl mynd. Gott action. Góð skemmtun. Ég hef ekki séð The A-Team ennþá en út frá trailer-num þá held ég að plottið sé (að hluta til) svipað - Teymi af sérsveitamönnum sem eru útskúfaðir og þurfa að bjarga sér sjálfir til að hreinsa mannorð sitt með ýmsum (extreme) aðferðum."
262,5,"Allt &#237; lagi action &#225; k&#246;flum. Ekki vel leikin og handriti&#240; frekar &#254;unnt. Frekar kj&#225;naleg."
263,7,"Gott action. Nóg af ofbeldi. Blóðugu ofbeldi. Fín spenna. Töff persónur. Kúl mynd, en ekkert meistaraverk."
264,8,"Mögnuð mynd. Virkilega flott og vel gerð. Góðir leikarar. Góð spenna - fullt af mjög töff atriðum. Skemmtilegar og áhugaverðar pælingar varðandi drauma. Fær mann til að hugsa - alls ekki heilalaus mynd þar sem maður hallar sér aftur og gónir. Gaman af svona frumlegum myndum. Áhugaverð saga/plot - skemmtilegur heimur/heimar sem þetta gerist í. Tónlistin var líka mjög kúl - Hans Zimmer alveg að standa sig - skapaði virkilega flotta stemningu."
265,8,"Mjög kúl mynd. Hörku action - góð keyrsla. Nóg af byssubardögum, sprengingum, bíla-action, slagsmálum und zo weiter. Mjög spennandi. Fínasta handrit/plot. Maður fær heldur aldrei leið á því að horfa á Angelina Jolie ;) Hún stendur sig alltaf vel í svona action hlutverkum þar sem hún þarf að lemja frá sér og munda byssur."
266,9,"Þvílík snilld! Þvílíkar sprengingar! Þvílíkt testosterón! Þetta er alveg mögnuð mynd. Annað eins safn af vöðvabúntum, hasarhetjum og harðhausum hefur ekki sést. Ég mæli með að fara á power-sýningu - krafturinn/bassinn í þessum byssum og sprengingum er algjör snilld. Virkilega góð skemmtun - rússíbani af sprengingum og byssubardögum. Nett fyndin líka á köflum (vísvitandi eða ekki). Það þarf varla að nefna að með svona mynd býst maður við ekki við mjög innihaldsríku handriti eða einhverjum stórleik."
267,6,"F&#237;nasta action. Sm&#225; kj&#225;naleg/cheesy &#225; k&#246;flum. Handriti&#240; hef&#240;i geta&#240; veri&#240; betra. Ekkert f&#225;r&#225;nlega vel leikin."
268,7,"Fyndið rugl. Góð skemmtun. Random vitleysa. Var að fíla animation senurnar."
269,8,"Mjög fyndin mynd. Sprenghlægileg á köflum. Frumleg - mjög skemmtilegir (og flottir) effect-ar og flottur stíll á henni. Nóg af skemmtilegum og flottum bardagaatriðum. Hellingur af þekktum leikurum. Nett súr á köflum - ok, köllum þetta ""frjótt ímyndunarafl"" :)"
270,5,"Handritið var ekki alveg nógu solid. Frekar skrítið á köflum - ""flæðið"" var stundum ekki alveg að meika sense. Ekkert mjög vel leikin. Ágæt spenna."
271,5,"Eltingaleikur inni í lokuðu rými - öll myndin gerist s.s. inni í einni byggingu. Áhugavert setup/plot - samt ekkert gífurlega bitastætt handrit, að mörgu leyti frekar basic. Ágætlega spennandi á köflum. Áhugavert samansafn af leikurum."
272,6,"Mikið drama. Ágæt spenna. Nasty pyntingar. Brútal. Svona að vissu leyti ádeila á þær aðferðir sem er beitt á suma fanga til að fá þá til að tala - siðferði, mannréttindi, hversu langt er hægt að ganga á meðan maður réttlætir að það sé verið að bjarga milljónum manna? Fínir leikarar."
273,5,"&#193;hugaver&#240; mynd. G&#243;&#240;ir leikarar. Sum atri&#240;i voru frekar skr&#237;tin/s&#250;r."
274,7,"Meira rugli&#240; &#58;&#41; Klass&#237;skt Adam McKay og Will Ferrel st&#246;ff. Mj&#246;g fyndin og &#225;g&#230;tlega spennandi. F&#237;n action atri&#240;i inn &#225; milli. Mark Wahlberg og Will Ferrell voru f&#237;nt teymi. M&#233;r fannst ""drinking with Terry Hoitz"" atri&#240;i&#240; mj&#246;g k&#250;l - skemmtilega &#250;tf&#230;rt. Nett &#225;deila &#225; bankahruni&#240;/credit collapse og &#246;ll &#254;essi bailout og b&#243;nusa. &#222;a&#240; er atri&#240;i alveg &#237; lokinn eftir allan kredit-listann&#44; &#225;g&#230;tlega fyndi&#240;."
275,8,"Mj&#246;g k&#250;l mynd. Virkilega gott action - g&#243;&#240; keyrsla. G&#243;&#240; spenna - zombies sem birtast upp &#250;r &#254;urru kemur alveg adrenal&#237;ninu af sta&#240;. Leit virkilega vel &#250;t - miki&#240; lagt &#237; hana&#44; v&#246;ndu&#240;. Vissulega slatti af t&#246;lvugraf&#237;k&#44; sem kom mj&#246;g vel &#250;t. 3D effect-inn var l&#237;ka alveg a&#240; virka&#44; mj&#246;g vel &#250;tf&#230;r&#240;ur og n&#253;ttur til fullustu &#237; m&#246;rgum atri&#240;um. Mj&#246;g gaman a&#240; &#254;essu&#44; g&#243;&#240; af&#254;reying."
276,6,"Alltaf gaman að horfa á svona klassíker. Myndin var mjög fyndin - ekki viss um að hún hafi átt að vera það :) [OK, jú, hún átti kannski stundum að vera fyndin. Ágætis kímni í gangi. En stundum var hún bara fyndin af því að hún var kjánaleg.] Þvílík bardagaatriði. Fullt af gullmolum, eins og: ""I couldn't be fonder of you if you were my own son. But, well, if you lose a son, it's possible to get another. There's only one Maltese Falcon."". Góð keyrsla, en stundum datt maður smá út úr (var ekki alveg að fatta). Leikurinn var stundum ekki alveg í hæsta gæðaflokki. En þetta er mynd sem sannir kvikmyndaunnendur vilja ekki missa af :)"
277,6,"Voða ljúf mynd. Nokkuð fyndin. Audrey Hepburn er alveg mega sæt... Þetta var fyrsta myndin hennar (þar sem hún var í stóru hlutverki) og hún gerði sér lítið fyrir og tók heim Óskarinn fyrir þetta hlutverk. Líklega hægt að flokka þetta sem rómantíska grínmynd en Gregory Peck/Joe Bradley var nett creepy/stalkerish í byrjun ;)"
278,7,"Mjög góð mynd. Gott handrit - skemmtilegar tilvísanir og endurtekningar (eins konar staðlar...). Frekar ""symbólísk"" mynd. Áhugaverðar persónur. Nokkuð fyndin á köflum (stundum af því að hún var svo súr). Flott myndataka/sjónarhorn. Mjög róleg og hæg mynd. Nokkuð arty. Fyrsta (og eina?) myndin sem ég sá á RIFF 2010."
279,6,"Algjört rugl - vitleysa alveg í gegn. En mjög fyndin (sprenghlægileg á köflum). Annað væri nú skrítið með Steve Carell í aðalhlutverki. Fullt af þekktum (og fyndnum) leikurum í aukahlutverkum..."
280,7,"Mjög góð mynd. Mjög solid - gott handrit, góðir leikarar, vel gerð... Spennandi. Gott action."
281,8,"Virkilega góð mynd. Mjög áhugavert að skyggnast aðeins inn í bakgrunn/sögu Facebook. Góðir leikarar. Spenna, drama og lúmskt fyndin á köflum. Tónlistin var algjör snilld - Trent Reznor er svo sannarlega með þetta á hreinu. Whoa! Armie Hammer lék báða tvíburana - did not see that coming... Tvíburarnir voru snillingar - góðar persónur."
