,id,sentiment,review
176,177,6,fyndinn vitleysa sýna vel pólitík mikill bull
177,178,5,slatti þekkja leikari drami alveg gegn minna örlítið crash mikill mismunandi saga ganga gera la ekki jafn_NEG góður_NEG fyrri helmingur vera vera vera byggja geðveikur saga vinna karakter detta bara botn endir vera frekar slappur ekki góður_NEG handrit_NEG vera_NEG kannski_NEG góður_NEG pæling_NEG vera_NEG ekki vinna_NEG nógur_NEG vel_NEG hugmynd_NEG jessica biel strippar vera ekki nógur_NEG bjarga_NEG mynd_NEG
178,179,5,krakki svona nett rugl larry clark gera líka kids svipaður þema svipaður persóna nettur indielow budgetja bragur
179,180,5,mjög hægur mynd arty svona indieminimal fjalla iur gaur fangelsi fara hungurverkfall áhugaverður langar taka frekar impressive
180,181,8,mjög góður mynd voði ljúfur ástarsaga vampír og þyrsta blóð góður saga krakki tveir leika aðalhlutverk standa vel alltaf gaman góður mynd norðurlandi frekar magnaður vampírustöff vinsæll núna
181,182,8,mjög góður mynd frumlegur handrit öðruvísi saga búa við góður spenna góður action slatti töff sprenging byssubardagi o.s.frv. flottur vandaður tæknibrella flottur sviðshönnun búningur special effects makeup
182,183,7,góður mynd fínn leikari mynd seinn heimstyrjöld vera oft spennandi áhugaverður lesa ófár bók danskur mótspyrnuhreyfing back in the days
183,184,6,góður spenna vita leyti klassískur s mynd ágætur handritplot fyrirsjáanlegur
184,185,6,góður action góður spenna fullur þekktur leikari endir reyndar frekar gallaður
185,186,6,áhugaverður framtíðarpæling vita ekki vera_NEG spennandi_NEG tilhugsun_NEG liggja_NEG dagur_NEG stýra_NEG vélmennir_NEG ágætur action mikill leggja spenna svona lögga leysa mál töff tæknibrella
186,187,6,mjög fyndinn mynd dramtískur kómískur sýn höndla þurfa hugsa foreldrar sinn afbragð leikari
187,188,5,hellingur þekkja leikari andlit maður kanna bíómynd sjónvarpsþáttur áhugaverður sýn krakkhverfi fólk búa þar hafa mega kryddur handrit aðeins vanta smá fúður saga
188,189,6,ágæa spæjaramynd corporate espionage ágætur spenna twist and turn svíkja hver vanta einhver hafa mega vera mikill adrenalín spenna
189,190,6,fyndinn mikill silly húmor maður búa við
190,191,5,nett drami dash action vanta kannski smáur handrit
191,192,8,mjög fyndinn mynd hafa vera skrítinn hafa ekki vera_NEG fyndinn_NEG hellingur sprenghlægilegur brandari góður saga góður handrit langur mynd hellingur cameos gaur vera greinilega smár samband slatti drami bara passlega ekki mikill_NEG
192,193,6,kúl mynd ágætlega spennandi alltaf gaman lesa vegas glamúr áhugaverður geta telja spil maður eiga kannski próf tíman
193,194,7,stelpa leika eldur segiru já spennandi mynd ekki jafn_NEG góður_NEG fyrri_NEG mynd_NEG karlmaður hata kona góður saga temmilega twisted
194,196,6,mjög kúl mynd líta vel út umhverfi áferð litur kúl effectar crank gaurörn klikka ekki heldri_NEG trickin_NEG maður_NEG kanna_NEG það_NEG hratt klipping funkyja sjónarhorn vera alveg virka finna vegi ekki mikill_NEG efnislega ekki margur_NEG fiskur_NEG handrit_NEG alltof_NEG bitastæður_NEG fínn afþreying líki áhugaverður framtíð pæling tækni siðferði svona góður action nógur kúl byssubardagi sprenging heldri slatti þekkja leikari michael c hall aka dexter smellpassa svona siðferðislaus gaur
195,197,7,mjög fyndinn mynd slatti scary líka mikill scary búa s.s. svona adrenalínscary bú nettur brútal líkur smá splatterhúmor góður spenna hellingur góður brandari fyndinn atriði kannski ekki fyndinn_NEG mynd_NEG ár_NEG segja_NEG góður stöff finna intro grafík líka mjög kúl fólk detta stafur skutlandi burtu
196,198,5,ágætlega fyndinn frekar sillyja þunntur handrit
197,199,7,mjög kúl mynd góður spenna heavy action nóg sprenging tilheyrandi slatti mjög flottur atriði skemmtilegur handrit áhugaverður plot fersktfrumlegur gerarda butler badass bara svalur
198,200,7,risastór stórslysamynd mjög spennandi kafli klikkaður tæknibrella stundum vera mega rússíbani tívolí klikka fjör virkilega flottur tölvugrafík vera líka nóg hún vera frekar langur áhugaverður pæling varða vera gera vita heimur vera fara
199,201,6,fyndinn mynd bull vitleysa maður búa við will ferrel eiga eiginlegur góður atriði
200,202,6,áhugaverður mynd svolítið öðruvísi hægur smá artýr bragur eiginlega einleikur líta vel flottur leikmynd raunverulegur tölvugrafík
201,203,5,enn zombie mynd ágætur spenna persóna alltof krassandur hafa mega vera mjög fúður handrit mynd líklega ekki gera_NEG mjög_NEG mikill_NEG budget_NEG darkniðurdrepandivonleysi definitelyja not a feelgood movie
202,204,4,ýmislegur koma ekki óvart_NEG þunnur handrit stundum eiginlega fáránlegur lélegur leikur ágætur spenna kafli hellingur effekja hafa örugglega vera kúl sjá d bíó svona mynd maður horfa maður nenna ekki gera_NEG nenna_NEG ekki leiti_NEG hóstþynnkahaga_NEG
203,205,5,fínn mynd góður brandararfyndinn atriði zooey náttúrulega voði mikill krútt ekki væminn_NEG maður_NEG munu_NEG kannski_NEG búa_NEG við_NEG
204,206,7,mjög fyndinn mynd vegur lágstemmdur grínmynd hægur kafli vera keyra endalaus punchlines fullur fínn leikari
205,207,5,brútal mynd frekar sjúkur mega búa ágæti gorehryllingsmynd skemmtilegur sjá blár lóna búningsklefi lauga
206,208,7,áhugaverður fyndinn heimildamynd aðdáunarverður hafa metnaður vera ennþá spila ár seint þrátt hafa ekki meika_NEG það_NEG nett klikka gaur já vera alveg sprenghlægilegur kafli hellingur gullmoli áhugaverður fylgja barátta tónlistarmaður
207,209,6,ágæti spennumynd slatti sprenging byssubardagi heldri handrit vera alltof bitastæður leit vel út
208,210,7,nicolas cage langbestur leikur svona klikkaður persóna t.d. faceoff frekar klikkaður mynd aðallega megn persóna nett klikkaður mjög fyndinn kafli hve klikka liðinn vera s.s. aðallega nicolas cage já svona þrálátur bakverkur geta fara illur maður
209,211,9,virkilega flottur mynd tæknibrella óaðfinnanlegur ótrúlega raunverulegur algjör snilld sjá d líka alveg nauðsynlegur mynd myndataka vera alveg d hugi oft maður vera staddur þarna magnaður upplifun vera fíll neon rave stemning frumskógur nótt mjög kúl flottur áhugaverður ævintýraheimur góður action lokabardagi vera magna risastór fá svolítið tilfinning vera smár ádeila íraksstríð vega viss tengsl ráða landssvæði auðlind það d dót vera reyndar stundum klikka maður vera ekki alveg_NEG ná_NEG d_NEG fókus_NEG strax_NEG kannski bara auga maður venja þessi töff hvernig vera undirtexti e. subtitles vera svífandi mynd góður stöff
210,212,6,áhugaverður heimildamynd tónleikar hafa vera rugl flotta virkilega mikið lagður gera showið glæsilegur áhugaverður fylgja michael jackson æfa sig hvernig vinna
211,213,6,léttur fjölskyldumynd finna íslenskur þýðing skemmtilegur leyndardómur snæfellsjökull slatti effectum hafa líklega vera fjör sjá d bíó
212,214,5,ljúfur mynd fyndinn kafli
213,215,6,byggja sannsögulegur atburður s.s. bók dálkahöfundur robera downey jr. leikur skrifa ágætlega lágstemmdur smá artýindie fílingur ekt oscar baitva voði mannlegur mynd vinátta
214,216,7,áhugaverður skemmtilegur heimildamynd lill wayne skrautlegur persóna gaman skyggna tjald
215,217,7,mjög fyndinn georg vera ekki leiðinlegurþreytandi_NEG hafa_NEG alveg_NEG búa_NEG við_NEG ólafur ragnarpétja jóhi slá náttúrulega bara fyndinn persóna slatti dramatík ekki mikiðyfirþyrmandi_NEG maður_NEG hafa_NEG búa_NEG miða_NEG vaktarþáttur_NEG góður endir söguheimur vera svona aðeins fara þreyta finna fangavakt snilld vera góður sprettur
216,218,4,léttmeti búa heilalaus action mynd vera kannski aðeins heilalaus action atriði sérstakur maður hafa ekki sjá_NEG áður_NEG handrit vera mjög þunnur slatti oneliner missa mark hellingur tölvugrafík stundum vera ekki alveg_NEG nógur_NEG vanda_NEG ekki nógur_NEG raunverulegteðlilegur_NEG vera mál bíll paulur walker vera keyra seinn helmingur bara ljótur
217,219,5,klassískur s mynd hafa örugglega vera skemmtilegur horfa tíundi áratugur léttur grínmynd sprenghlægilegur atriði
218,220,6,ágæti spennumynd smáur dexter dæma svona dark passenger
219,221,6,áhugaverður mynd klikkaður forseti góður action spenna milli
220,222,6,sérstakur mynd eiginlega svolítið skrítinn halda maður þurfa kannski horfa mynd aftur jafnvel hlusta commentary leikstjóri fatta vel vera nákvæmlega gangur púsla saman fyrstur mynd johnja augur leikstýra gaur skrifa go þannig verða tékka hún áhugaverður mynd fá maður hugsa leit vel út áhugaverður persóna
221,223,7,virkilega scary mynd vissulega smá bla witch project fílingur taka myndavél aðalpersóna svona gaman horfa svona öðruvísi mynd vona bara ná sofna
222,224,6,mjög súr mynd coenbróðir vera oft sérstakur mynd skrítinn persóna vera svona já öðruvísi maður vera ekki alveg_NEG viss_NEG vera_NEG fara_NEG fyrri_NEG helminginni_NEG seinn partur mynd fara hlutur aðeins mikill gera vel gerður mynd mjög góður kvikmyndalegur frásögn fyndinn sjá lokinn no jews were harmed in the makingur this motion picture
223,225,8,hörkugóður mynd fínn action mjög fyndinn milli rober downey jr. alltaf góður snillingur leika svona wacky persóna guy ritchie kunna alveg búa skemmtilegur flottur fyndinn spennumynd flottur myndataka ekt guy ritchie atriði líta mjög vel umhverfi búningur o.s.frv.
224,226,6,fínn action handrit vera ekki marga_NEG fiska_NEG kannski_NEG ekki nauðsynlegur_NEG svona_NEG mynd_NEG keyra_NEG bara_NEG stór_NEG action_NEG atriði_NEG credit listi vera hávamál nefna lag ekki viss_NEG vera_NEG nota_NEG finna_NEG áhugaverður_NEG taka_NEG þessi_NEG
225,227,6,áhugaverður saga fyndinn kafli flottur myndataka gífurlegur uplifting umfjöllunarefni mjög hressandi tónlist vera frekar indiejunoleg
226,228,7,kúl mynd töff áferð hún frekar brúngráleitur setja viðeigandi tónn svona eftirheimsendir postapocalytic mynd denzel eitursvalur venjulega mjög flottur slagsmálaatriði mill kunis vera líka kúl þurfa fara náið fiiine greinilegur framtíð bráðnauðsynlegur eiga flottur sólgleraugu skemmtilegur product placements ipod classic vera ennþá alive and kicking beat by dr. dre heyrnatóll mismunandi tjúpa vera nettur kúrekastemning lone drifter walking through town smábær eiðimörkinni barhóruhús höfuðstöð vondur kall
227,229,5,mjög skrítinn mynd handrit vera frekar spes taka redur myndavél soderbergh greinilega fíll redur tætla
228,230,5,voði krúttlegur awkward mynd fyndinn kafli indie bragurlow budget
229,231,6,mjög áhugaverður heimildamynd uppruni gengja crips blood stríð hann farinn saga blökkumaður bandaríki
230,232,6,hörkuspennandi ævintýramynd formúlukennd cheesy kafli góður goresplatter action ganga brútall
231,233,5,spennandi hryllingsmynd maður alveg nál stórleikur frekar dark twisted margur mynd joel schumacher leikstýra
232,234,4,temmilega súr mynd nógur þekktur leikari ágætlega spauglegur kafli söguþráður vera hálf slappur
233,235,6,drami alveg gegn vel leikinn frekar ruglaður stríð geta fokka fjölskylda
234,236,6,fínn heilalaus skemmtun góður handrit nauðsynlegur svona mynd töff action góður keyrsla náið linnulaust nógur íburðamikill byssubardagi sprenging slatti klassískur luc besson bílaeltingaleikur
235,237,4,gamall kvikmynd hafa horfa á horfa theauteurs.com áhugaverður horfa mynd vera gera mjög ár magnaður special effects gangur
236,238,4,frekar kjánalegur nóg blóð alveg extreme mikið blóð sprauta allur nettur splatter nógur action ninja bardagi ágætlega kúl mikill supernatural búa við hmm vera leikstýra james mcteigue leikstýra líka v for vendetta tókst greinilega ekki alveg_NEG nógur_NEG vel_NEG skipti_NEG líklega_NEG ekki jafn_NEG góður_NEG leikari_NEG jafn_NEG góður_NEG handrit_NEG v vera mynd líka framleiddur wachowski duo joel silver maður vera alveg sjá smár matrix effecta bardagi
237,239,8,mjög töff mynd mattur damon alveg virka svona super soldier hlutverk vera ekki extreme_NEG jason_NEG bourne_NEG góður action keyrsla eltingaleikur intense hlaupa hús fullur myndatökumaður þétt eftir mjög flottur myndataka fíll svona urba warfare mynd black hawk down body lies o.s.frv. spennandi öðruvísi ófyrirsjáanlegur þannig bardagi ég finna umhverfi frekar magnaður margur skot sjá mjög stór stríðshrjáður svæði vera impressive vita ekki hversu_NEG mikill_NEG vera_NEG bættur_NEG tölvugrafík_NEG vera_NEG ansi_NEG trúverðugur_NEG hafa alveg mega ljúga hafa bara vera taka írak vera víst taka spáni morokkó her oft konar kúla tækni vera fíll þyrla fljúga borg geta greina sjálfkrafa myrkur vera bandarískur hermaður óvinur
238,240,5,ágæti hryllingsmynd frekar nastyja kafli
239,241,7,drami líf það vel leikinn
240,242,6,voði ljúfur mynd ekki væminn_NEG maður_NEG geta_NEG búa_NEG við_NEG ágætlega fyndinn kafli vita ekki alveg_NEG óskarsleikur_NEG ekki illa_NEG leikinn_NEG kannski_NEG lítill_NEG krakki_NEG sj_NEG smá ofleikur ganga hugljúfur fjölskyldumynd
241,243,5,spennandi ágætur action milli off kannski handritiðsaganplotinn leikur blanda biðja traileri vera eiginlega flottur mjög púður hann
242,244,7,mjög fyndinn mynd mega búa vera mjög sillyja eiginlegur vitleysa gegn góður fjör brjálæðislega góður handrit söguþráður nauðsynlegur svona mynd vera nógur sprenghlægilegur atriði
243,245,6,áhugaverður mynd líf biggie small aka the notorious b.i.g.
244,246,6,spennandi mynd góður leikari vel leikinn
245,247,5,algjör vitleysa fyndinn
246,248,8,virkilega flottur mynd hafa ekki sjá_NEG einstakur mynd stútfullur þekkja góður leikari áhugaverður atriði extendedur útgáfa líkur atriði maður skilja vera sleppa tími vera tala ætla gera sinn city jafnvel líkur maður hafa ekki heyra_NEG nýlega_NEG þessi skrifa víst snemmt shitva svalur mynd útlit persóna samræða vera alveg gera sig mjög skemmtilegur saga harka actionatriði fullur hot gellur toppur úrval leikari alveg skila sérstaklega mickey rourke koma sterkur aftur smá pása mælir eindregið margur sjá gæða mynd staður ekki illur_NEG vera_NEG leið_NEG hlakka til
247,249,7,góður fjör mjög fyndinn mynd ekki búa_NEG steve_NEG carell_NEG t_NEG feyja_NEG hellingur þekkja leikari
248,250,6,postapocalypse mynd book ela vera töluvert mikill niðurdrepandi mjög grámyglulegur ömurlegur áhugaverður sagaferðalag feðgar ágætlega spennandi kafli
249,251,4,áhugaverður sjá hvernig kvikmyndagerð vera sta wars episode iv koma ár seint flæða klipping vera ekki smooth_NEG núna_NEG nett hippa stemning fáránlega vel leikinn mikill skrítinfreakybizarre búa við frekar stuttur credit listi
250,252,7,fínn hryllingsmynd mjög spennandi kafli fullur sjokkatriði maður fá góður skammt adrenalíni vera oft alveg nál vissa leyti týpískur vírusmynd smár zombie bragur víst endurgerð samnefndur mynd george a romero gera
251,253,7,góður grínspennumynd kúl action atriði bland góður húmor mikill brútal búa við skemmtilegur persóna sérstaklega hitgirl
252,254,8,góður mynd mjög flottur umgjörð búningur o.s.frv. mjög áhrifamikill mjög stóríburðamikill mynd kafli vega slatti stór bardagi fullur góður leikari aðeins öðruvísi hró hattur saga maður hafa sjá áður men in tight
253,255,5,fínn mynd klassískur löggumynd leyti geðveikur krassandur fyrri partur vera góður keyrsla lokinn góður spenna saga persóna tengja mjög mikill alveg lokinn fá maður ekki beint_NEG vilja_NEG vera_NEG lögga_NEG brooklyn_NEG persóna_NEG vera_NEG rugl_NEG
254,256,7,góður mynd mjög brútal breskur framleiðsla ekki týpískur_NEG hollywood_NEG bragur_NEG vel gerð flottur landslag minna smá íslenskur landslag magnaður bardagaatriði blóð allur fínn saga
255,257,7,virkilega fyndinn mynd fullur sprenghlægilegur atriði skemmtilegur rugl mjög skrautlegur skemmtilegur persóna aldous snow russell brand nógur cameos
256,258,6,kúl mynd michael caine alveg badass brútal skugglegur ástand breskur ghetto breskur krakkagangstas vera kolruglaður
257,259,4,frekar kjánalegur mynd alveg slatti atriði maður bregða maður hlæja líka ótrúlega oft aðeins silly hryllingsmynd ágætlega spennandi alveg formúluhryllingsmynd kannski maður horfa upprunalegur mynd bera saman
258,260,7,góður fjör mjög skemmtilegur mynd pix kunna þessi margur skemmtilegur persóna stuttmynd undan day nighur vera líka mjög skemmtilegur d maður vera mjög mikill vera auka d effect ekki mikið_NEG maður_NEG avata_NEG líta mjög vel út
259,261,7,kúl mynd góður action góður skemmtun hafa ekki sjá_NEG the_NEG ateam_NEG ennþá_NEG trailerinn_NEG halda_NEG plott_NEG vera_NEG hluti_NEG svipaður_NEG teyma_NEG sérsveitamaður_NEG vera_NEG útskúfa_NEG þurfa_NEG bjarga_NEG hreinsa_NEG mannorð_NEG extreme_NEG aðferð_NEG
260,262,5,lag action kafli ekki vel_NEG leikinn_NEG handrit_NEG frekar_NEG þunnur_NEG frekar kjánalegur
261,263,7,góður action nóg ofbeldi blóðugur ofbeldi fínn spenna töff persóna kúl mynd meistaraverk
262,264,8,magnaður mynd virkilega flottur vel gerð góður leikari góður spenna fullur mjög töff atriði skemmtilegur áhugaverður pæling varða draumur fá maður hugsa ekki heilalaus_NEG mynd_NEG maður_NEG halla_NEG aftur_NEG góna_NEG gaman svona frumlegur mynd áhugaverður sagaplot skemmtilegur heimurheimar gera í tónlist vera líka mjög kúl zimmer alveg standa skapa virkilega flottur stemning
263,265,8,mjög kúl mynd harka action góður keyrsla nóg byssubardagi sprenging bílaaction slagsmál und zo weiter mjög spennandi fínn handritplot maður fá aldrei líða_NEG horfa_NEG angel_NEG jolie_NEG standa alltaf vel svona action hlutverk þurfa lemja mundi byssa
264,266,9,snilld sprenging testosterón alveg magnaður mynd safn vöðvabúnt hasarhetja harðhaus hafa ekki sjá_NEG mælir fara powersýning krafturinnbassinn byssa sprenging algjör snilld virkilega góður skemmtun rússíbani sprenging byssubardagi nett fyndinn líkur kafli vísvita ekki þurfa varla nefna svona mynd búa maður ekki mjög_NEG innihaldsríkur_NEG handrit_NEG stórleikur_NEG
265,267,6,fínn action smár kjánalegcheesy kafli handrit hafa geta vera góður fáránlega vel leikinn
266,268,7,fyndinn rugl góður skemmtun randoma vitleysa vera fíll animation sena
267,269,8,mjög fyndinn mynd sprenghlægilegur kafli frumlegur mjög skemmtilegur flotta effectar flottur stíll hún nóg skemmtilegur flottur bardagaatriði hellingur þekkja leikari nett súr kafli ok kalla frjór ímyndunarafl
268,270,5,handrit vera ekki alveg_NEG nógur_NEG solid_NEG frekar skrítinn kafli flæða vera stundum ekki alveg_NEG meika_NEG sense_NEG mjög vel leikinn ágætur spenna
269,271,5,eltingaleikur inni lokaður rými mynd gera s.s. inni bygging áhugaverður setupplot gífurlega bitastæður handrit margur leyti frekar basic ágætlega spennandi kafli áhugaverður samansafn leikari
270,272,6,mikið drami ágætur spenna nasty pynting brútal svona vita leyti ádeila aðferð beita fanga fá tala siðferði mannréttindi hversu langt hægur ganga maður réttlæta vera vera bjarga milljón maður fínn leikari
271,273,5,áhugaverður mynd góður leikari atriði frekar skrítinsúr
272,274,7,mikill rugla klassískur adam mckay will ferrel stöff mjög fyndinn ágætlega spennandi fínn action atriði milli mark wahlberg will ferrell fínn teyma finna drinking with terryja hoitz atriði mjög kúl skemmtilega útfær nettur ádeila bankahruniðcredit collapse bailout bónus atriði alveg lokinn kreditlisti ágætlega fyndinn
273,275,8,mjög kúl mynd virkilega góður action góður keyrsla góður spenna zombies birta þurr koma alveg adrenalín staður líta virkilega vel mikill leggja hún vandaður vissulega slatti tölvugrafík koma mjög vel út d effectinn vera líka alveg virka mjög vel útfærður nýta fullur margur atriði mjög gaman þessi góður afþreying
274,276,6,alltaf gaman horfa svona klassíker mynd vera mjög fyndinn ekki viss_NEG hafa_NEG eiga_NEG vera_NEG ok jú eiga kannski stundum vera fyndinn ágæti kímni ganga stundum vera bara fyndinn vera kjánalegur bardagaatriði fullur gullmoli og i couldnt be fonder you if you were myja own sonur butva well if you lose a sonur it possible to geta another theresva only one maltese falcon góður keyrsla stundum detta maður smá vera ekki alveg_NEG fatta_NEG leikur vera stundum ekki alveg_NEG hár_NEG gæðaflokkur_NEG mynd sannur kvikmyndaunnandi vilja ekki missa_NEG
275,277,6,voði ljúfur mynd fyndinn audrey hepburn alveg mega sætur vera fyrstur mynd vera stór hlutverk gera lítið taka heim óskari hlutverk líklega hægur flokkur rómantískur grínmynd gregoryja peckjoe bradley vera nett creepystalkerish byrjun
276,278,7,mjög góður mynd góður handrit skemmtilegur tilvísun endurtekning konar staðla frekar symbólískur mynd áhugaverður persóna fyndinn kafli stundum vera súr flottur myndatakasjónarhorn mjög rólegur hægur mynd arty fyrstur einn mynd riffur
277,279,6,algjör rugl vitleysa alveg gegn mjög fyndinn sprenghlægilegur kafli vera skrítinn steve carell aðalhlutverk fullur þekkja fyndinn leikari aukahlutverk
278,280,7,mjög góður mynd mjög solidur góður handrit góður leikari vel gerð spennandi góður action
279,281,8,virkilega góður mynd mjög áhugaverður skyggna aðeins bakgrunnsaga facebook góður leikari spenna drami lúmskur fyndinn kafli tónlist vera algjör snilld trentur reznor sannarlega hreinn whoa armie hammer leika tvíburi didur not see thatur coming tvíburi snillingur góður persóna
280,282,6,mjög áhugaverður mynd uppruni barátta apple microsoft mikið atburður ákvörðun krúsíala viðskiptatækifæri fyrirtæki grípa missa breyta heimur líka skemmtilegur sjá mynd núna hlutur hafa breyta töluvert merkilegur mynd the social network mikið drami fólk stela hugmynd fá lána leið verða risastór
281,283,7,mjög góður mynd líta vel kúl áferðfiltereitthveða góður handrit góður leikari ala jefemiguel vera töffari kannski aðeins góðhjarta götustrákur spennandi stundum gleyma vera horfa mynd baltasa kormákur finna vegur tonyja scott bandarískur leikstjóri vera bakvið s.s. mjög vel leikstýrður baltasar alveg meika það mikið siðferðislegur spurning siðferðislegur ögrandi mynd drami smár ádeila ganga
282,284,5,taka smá tími koma ryþmi mynd svona gamall vera öðruvísi bygga munu maður horfa vanalega ágætlega fyndinn viljandióviljandi dramaátök áhugaverður mynd leyti svona mynd maður verða eiginlega horfa maður kalla kvikmyndaunnendi oft topplisa góður kvikmynd gera hafa vera vita ekki alveg_NEG sjá_NEG sammála_NEG það_NEG munu vega ekki setja_NEG toppur_NEG skemmtilegur_NEG mynd_NEG hafa_NEG sjá_NEG toppur_NEG finna svona mórall mynd vera peningur fáránlega mikill veita ekki endilega_NEG hamingja_NEG ágætlega vel leikstýrð flottur skot vera víst fyrstur skipta megn aðalleikari leika kvikmynd lag leika gangur
283,285,8,snilld nettur splatter virkilega fyndinn vera algjörlega kast atriði nettur rugl kafli bmyndur blóð brjóst hár gæðaflokkur fullur góður leikari danny trejo bara svalur góður action nógur það handrit vera frekar takmarka svosem óþarfi vera snilld handrit svona mynd slatti góður oneliners
284,286,6,fyndinn rugl zach galifianaki alltaf góður detta meira hugur segja fínn afþreyingur
285,289,7,áhugaverður mynd sækó thriller siðferðislegur ögrandi góður leikari svipað mynd unthinkable ádeila hversu langt hægur ganga stríð hryðjuverk mynd gera svona takmarkaður rými vera alltaf sérstakur smár indie bragur mynd vel skrifaður spennandi
286,290,6,mjög spennandi vel leikstýrður fíll svona hratt klipping myndavél fullur tony scott þekktur fyrir fínn afþreying
287,291,8,virkilega góður mynd mjög fyndinn afbragð leikari bruce willis ennþá harður helen mirren mjög töff john malkovich vera gera góður hluti klikka gaur skemmtilegur persóna góður spenna góður action flottur bardagaatriði nóg sprenging flottur myndataka vel klippa svalur atriði hafa sjá bíómynd gjörsamlega missa vera töff sprenghlægilegur líka koma mikill óvar
288,292,6,algjör rugl mjög fyndinn rugl margur sprenghlægilegur atriði líka margur mjög súrógeðslegsjokkerandi atriði stundum líða maður bara illa skulu gera þessi gera greinilega ýmislegur réttur upphæð d tækni vera oft virka mjög vel koma mjög vel út vera sérstaklega fíll high speeda camera atriði rammur sekúnda slomo eiginlegur listaverk mjög töff hafa sjaldan hlæja jafn mikið byrjunarcreditlisti
289,293,6,drami spenna mjög spennandi mikið drami virkilega solidur mynd góður leikari góður handrit vel leikstýrður vandaður mynd
290,294,6,fínn mynd fyndinn kafli frekar flottur tæknibrella miða mynd vera gera ágætlega áhugaverður saga vera sjá shes alive creating the bride frankensteinn örugglega mjög fróðlegur
291,295,7,góður mynd góður action góður spenna frændi dwayne copyright bj standa alltaf vel harðjaxl fullur þekktur leikari flottur myndataka töff mynd
292,296,5,ágætlega fyndinn brjálæðislega góður handrit leikur vera ekki toppklassa_NEG gera jól ekki mjög_NEG jólalegur_NEG margur gamall mynd vera flæða frekar hægt ekki klippa_NEG sekur_NEG frestur_NEG
293,297,6,fínn afþreying ekt poppkornsmyndsumarsmella ágæti action fyndinn kafli alveg óþarfi taka svona mynd alltof hátíðlega
294,298,5,ágætlega fyndinn spennandi svolítið skrítinn fyrstur finnskur kvikmynd vera alltaf áhugaverður horfa svona öðruvísi mynd öðruvísi stíll stemning maður vanur skrautlegur persóna frekar stuttur smá kjánalegur kafli
295,299,7,góður mynd mjög fyndinn skemmtilegur skemmtilegur persóna frakki geta vera krúttlegur
296,300,5,ágæti afþreying frekar mikið léttmeti upplagður svona nýársþynnkunnur
297,301,5,ágætlega spennandi fáránlega frumlegur
298,302,7,mjög góður mynd áhugaverður leyti sjá hvernig þróa hvernig mismunandi aðilarstofnun frétta hvernig bregða við taka smá horfa seinn partur vel gerður mynd
299,303,8,mjög góður mynd líta virkilega vel neon festival mjög flottur tónlist vera snilld daftur punkur kunna alveg skapa mjög góður stemning clu stafrænn ungur jeff bridge vera mjög creepy nett uncanny valleyja dæmi góður action náttúrulega klikkaður tæknibrellurtölvugrafík mikill mjög kúlflottur atriði
300,304,5,sjúkur hryllingsmynd mjög spennandi maður vera alveg tá kafli
301,305,5,minna smá gardenva state ekki jafn_NEG góðkrúttlegur_NEG ekki jafn_NEG góður_NEG tónlist_NEG gellur_NEG vegur_NEG jafn_NEG fallegur_NEG natalie_NEG portman_NEG öfugur gardenva state fara roger greenberg benva stiller austurströnd vesturströnd mikill áfall reyna finna líf ekki alveg_NEG nógur_NEG solid_NEG vanta_NEG halda_NEG saman_NEG ágætlega fyndinn milli mikið persóna rugl
302,306,6,fínn mynd ágætlega fyndinn spennandi kafli stundum ekki alveg_NEG nógur_NEG sannfærandi_NEG alltaf skemmtilegur horfa kvikmynd vera taka borg maður hafa vera í
303,307,6,fyndinn mynd fínn afþreying
304,308,6,grín actionmynd kjánalegur kafli handritiðleikur vera ekki alveg_NEG hár_NEG gæðaflokkur_NEG stundum_NEG vera_NEG bara_NEG fyndinn_NEG jafnvel_NEG sprenghlægilegur_NEG vera_NEG kjánalegur_NEG smá bmyndur fílingur kúl action atriði fínn afþreying maður taka ekki alvarlega_NEG
305,309,5,ágætlega fyndinn smá kjánalegur kafli léttmeti
306,310,6,góður mynd krúttindieteenage drami erfiður vera til smá juno fílingur indie tónlist góður leikari góðáhugaverð saga
307,311,5,ágætlega fyndinn smá kjánalegur kafli
308,312,6,stútfullur góður leikari mikill grófur ofbeldi maður hafa alveg sjá rómantískari munu
309,313,6,mjög fyndinn mynd slatti sprenghlægilegur atriði voði klassískur rómantískur gamanmynd dolph lundgrenva persóna vera sérstaklega fyndinn
310,314,6,góður mynd mikill kímni spennandi skemmtilega kjánaleghallærislegur kafli
311,315,6,fyndinn mynd fyndinn rugl fyndinn kjánaskapur
312,316,7,mjög góður mynd virkilega góður myndataka mjög skemmtilegáhugaverð kafli líta mjög vel flott svona svörthvítur skemmtilegur punktur mynd vera svörthvítur vera hægur not súkkulaðisíróp gerviblóð þrátt vera raun sýna takmarka vera scaryskelfileg spennandi fínn handrit sturtuatriði vera magnaður intense tónlist geðveikur gera rosalega mikið mynd maður bregða alveg sinn hressandi adrenalínflæði
313,317,5,skemmtilegflott myndataka kafli indie low budget ágætur tónlist ganga mikið samtal samband persóna drami skrítinn fjölskylda brúður skrítinn vinahópur
314,318,6,góður mynd mjög fyndinn fullur fínn leikari
315,319,5,góður mynd fyndinn drami áhugaverður saga
316,320,7,kúl mynd spennandi áhugaverður saga fíll svona quantum physicsscifialternative universe pæling hafa mega vera mikill html kóða
