movie,review,rating,sentiment
WONDER,"Aðeins of löng mynd en boðskapurinn og sagan gera upp fyrir það. Leikurinn í myndinni er líka mjög góður, sérstaklega hjá  Wilson, Patinkin og Tremblay.  Krakkarnir í myndinni hefðu átt að vera aðeins eldri held ég og myndin er ekki nógu afþreyingjandi.",6,Positive
MEET THE SPARTANS,"Eitt af verstu myndum sem að ég hef séð. Það var reynt að gera eitthvað nýtt, en ég var samt að drepast úr leiðindum. Það voru svo margar heimskulegar senur og grín, og ég hélt að myndin ætlaði aldrei að enda. Lokatónlistaratriðið var samt gott.",2,Negative
EPIC MOVIE,Byrjar ágætlega en ég missti áhugann þegar þetta varð að Narniu paródíu. Ekki mikið af fyndnum grínum en myndin er samt smá áhugaverð á köflum. Mikið af atriðum voru ógeðsleg og mér leið eins og þessi mynd væri miklu lengri en hún var í raun og veru.,4,Negative
ÞRESTIR,"Áhugaverð og góð mynd sem að er samt langdregin á köflum. Myndin tekur fyrir alvarleg málefni og gerir myndin það á góðan hátt. Leikurinn er einnig til fyrirmyndar en handritið er of langt, en það voru senur inn á milli sem að voru óþarfi og endurteknar.",7,Positive
MR. BEAN'S HOLIDAY,Ágætis skemmtun og nokkuð fyndin mynd sem að byrjar vel í París en verður langdregin þegar hann kynnist Sabine. Krakkinn var óþolandi og var myndin best þegar Bean var einn síns liðs. Lokatónlistaratriðið var hallærislegt og bætti engu við. ,7,Positive
LET'S BE COPS,Mjög vanmetin og fyndin mynd sem að allir verða að sjá. Hefði verið betra að sjá allskonar verkefni í stað þess að hafa eitt stórt og leiðinlegt verkefni. Mjög góður leikur og mjög gott handrit og hugmynd. Þetta hefði átt að vera gerður þríleikur.,9,Positive
SEX TAPE,Mjög fyndin mynd sem að byrjar mjög vel og er pælingin góð. Myndin hefði samt ekki átt að dvelja jafn lengi heima hjá Hank. Svolítið mikið af leiðinlegum aukarakterum en allir leikarar í myndinni eru frábærir. Söguþráðurinn með Howard var samt óþarfi.,7,Positive
CADDYSHACK,"Mjög klassísk mynd með frábærum senum. Myndin eldist því miður ekki sem best en frábær leikur og handrit gera upp fyrir það. Frábær grínatriði eru inn á milli, en ekki jafn góð og í minningunni. Samt mjög gaman að horfa á hana og tónlistin er frábær.",8,Positive
ÉG MAN ÞIG,Myndin byrjar mjög vel og fær hárin til að rísa en verður frekar leiðinleg í endann og ruglandi. Fyrrihluti myndarinnar er allavega mjög góður og spennandi. Væri með betri íslenskum myndum ef að ekki væri fyrir seinnihlutann en engu að síður góð mynd.,8,Positive
HALF BROTHERS,Ég skil ekki alveg hvort að höfundar vildu gera drama eða grínmynd því að það er skipt allt of oft á milli. Samt mjög spennandi og einnig skemmtileg mynd með góða grunnpælingu og sögu. Grínefnið var ófrumlegt og bætti engu við en mjög vanmetin mynd.,7,Positive
LIFE OF PI,Myndin hefði átt að byrja á bátnum og enda á bátnum að mínu mati því að byrjuninn og endirinn á myndin voru óþarfi og leiðinleg. Kannski smá endurtekin á köflum en samt góð mynd fyrir hvað hún er. Góðar brellur og kvikmyndataka en myndin er of löng.,6,Positive
SVAR VIÐ BRÉFI HELGU,"Aðeins of löng mynd en er samt frekar skemmtileg. Byrjar frekar hægt en verður síðan mjög góð. Myndin hefur líka góðan boðskap, leik og sögu. Síðasti korterinn var óþarfi og bætti ekki miklu við söguna en það þurfti að halda því útaf bókinni.",7,Positive
THE NIGHTMARE BEFORE CHRISTMAS,Klassísk mynd sem að er teiknuð mjög vel. Lengdin er líka frábær og kemur myndin sér beint að efninu. Mjög góð tónlist líka en það vantar eitthvað við myndina. Alls ekki besta mynd í heimi en þetta hefði átt að vera kvikmyndasería.,7,Positive
HUBIE HALLOWEEN,Skemmtileg og fyndin mynd sem að hefur í alvörunni ágætan boðskap og sögu. Myndin byrjar mjög vel en þegar allir eru að spá í hver myrti þessar manneskjur er myndin orðin þreytandi. Góður leikur í myndinni en karakter Sandlers er mjög þreytandi.,7,Positive
THE CURSE OF BRIDGE HALLOW,"Ekki nógu merkileg hugmynd til að gera kvikmynd upp því að það er frekar leiðinlegt að horfa á hana. Ágætis leikur samt og góðar tæknibrellur og myndin er smá áhugaverð á köflum. En samt ófrumleg hugmynd, en myndin sjálf er ekki alslæm.",5,Negative
THE PERKS OF BEING A WALLFLOWER,Nokkuð vel gerð mynd sem að er frekar afþreyjandi. Mér fannst seinni hluti myndarinnar frekar teygður og var myndin alltof löng. Einnig frekar ruglingsleg mynd og er hún ekki nógu skilningsleg. Samt frábært handrit og góður leikur.,7,Positive
A FEW BEST MEN,Myndin er alltof löng og endurtekin og hefði átt að vera búinn eftir athöfnina. Pælingin er fyndin og líka mörg grín og myndin hefði getað verið mjög góð en gallarnir eru of margir. Á endanum verður myndin því gleymanleg en samt frekar skemmtileg.,6,Positive
RATATOUILLE,Sem lítill aðdáandi teiknimynda þá er þessi örugglega mín uppáhalds. Þrátt fyrir að vera mjög steríótýpísk þá er myndin samt með mjög góða sögu og er vel teiknuð fyrir sinn tíma. Einnig frekar fyndin miðað við aðrar teiknimyndir en hefur sína galla.,7,Positive
THE GRAND BUDAPEST HOTEL,"Vel leikstýrð og leikin mynd með áhugaverða sögu en er of löng. Það er frekar erfitt að koma sér inn í söguþráðinn og er myndin einnig ruglandi. Hún er samt mjög vel gerð, en ekki er mikið verið að spá í hvort að áhorfandinn skemmti sér.",7,Positive
NAKED (2017),"Sniðug hugmynd en verður þreytandi á endanum. Ég skil ekki hvernig þau náðu að gera heila kvikmynd úr þessu, vegna þess að margar senur í myndinni eru mjög leiðingar. Myndin hefði verið betri sem stuttmynd. Nokkuð afþreyjandi og fyndin á köflum samt.",6,Positive
THAT THING YOU DO,Það hefði verið betra ef að myndin hefði fjallað meira um hljómsveitina í gegnum tíðinda því að þetta lag verður á endanum þreytandi. Scott var frábær í aðalhlutverkinu og myndin er leikstýrð og skrifuð mjög vel. Allt í allt er þetta góð mynd.,7,Positive
THE GOONIES,"Skil ekki hvernig fólki finnst þessi mynd góð því að hún er alltof löng, mjög leiðinleg, uppfyllt af fitufordómum og eldist mjög illa. Leikurinn er líka vondur í myndinni ásamt hræðilegri lýsingu. Alls ekkert versta mynd í heimi en mjög mjög ofmetinn.",3,Negative
THE HUNGOVER GAMES,Manni líður ekki eins að þetta sé skopstæling á þessum myndum heldur frekar framhald af myndunum. Mjög heimskuleg hugmynd en samt nokkuð afþreyingjandi mynd með nokkuð skemmtilegum endi. Alls ekki alslæm en vond miðað við aðrar spoof myndir.,4,Negative
THE SECRET LIFE OF WALTER MITTY,"Mynd sem að byrjar mjög vel og endar líka fullkomnalega, en efnið í miðjunni er ekki mjög gott því að lopinn er aðeins of teygður. En þegar á botninn er hvolft er samt frábær boðskapur og leikur í alla staði og gaman að sjá Ísland.",7,Positive
DATE NIGHT,Mjög vanmetin mynd sem á fá athygli. Sambandið á milli Carrel og Fey er frábært ásamt skemmtilegum söguþráð og einnig mjög falleg mynd. Einnig bráðfyndin og er senan með leigubílnum með fyndnari í kvikmyndasögunni. Verður samt smá þreytandi í endanum.,8,Positive
LITTLE MAN,"Ég veit ekki alveg hvað skal segja, en miðað við hvað myndin er þá er hún fín. Heimskuleg hugmynd en myndin tekst samt að vera mjög fyndin. Ekki nógu merkileg saga því að höfundum fannst hugmyndin fyndin en voru ekkert að pæla í hvað ætti að gerast.",6,Positive
THERE'S SOMETHING ABOUT MARY,Mér líkaði við byrjunina en myndin verður síðan frekar ruglandi. Það vantaði líka fleiri grín en myndin er samt mjög sniðug. Mér fannst samt sagan um Pat vera merkilegri en sagan um Ted. Ekki jafn góð og fólk segir en samt fín mynd.,7,Positive
COFFEE & KAREEM,Frekar góð sem spennumynd en ekki alveg sem grínmynd. Góð hugmynd sem að er framkvæmd skringilega og óþægilega. Spennusenurnar eru langbestar og ég vildi að myndin yrði bara spennumynd. Sambandið á milli Helms og Gardenhigh er reyndar frábært.,6,Positive
BEAN,"Það besta við myndina er að hún er ekki langdregin, sagan er hröð og ekkert óþarfa gerist. Peter MacNicol er frábær og samskipti hans við Bean er það besta við myndina. Þrátt fyrir allt vantar samt eitthvað, en að öðru leyti mjög fyndin og skemmtileg mynd.",7,Positive
ZOOLANDER 2,"Óþarfa framhaldsmynd sem að enginn bað um. Ekki hörmuleg mynd en samt frekar leiðinleg, heimskuleg og hallærisleg að mestu leyti. Myndin byrjaði reyndar vel og endar líka skemmtilega. En í miðjunni eru leiðinlegar senur sem að eldast sérstaklega illa.",4,Negative
TALLADEGA NIGHTS,"Vanmetin og fyndin Will Ferrell mynd sem allir ættu að sjá. Húmorinn og sagan er bráðfyndin. Mun horfa á þessa mynd oftar um ævina. Leiðinlegt að hún hefur ekki fengið jafn mikla athygli og hinar myndirnar hans, ég mæli eindreigið með þessari.",8,Positive
THE CLAPPER,Besta við myndina er spennan og ástarsagan milli Helms og Seyfried. En myndin fjallar mest um leiðinlegan spjallþátt og leikurinn og handritið eru ekki sem best. Myndin er heldur ekki alveg útpæld. Mjög góð og vond mynd á sama tíma og er alveg sexa.,6,Positive
ME TIME,"Höfundarnir höfðu ekki heildarhugmynd fyrir myndina heldur þrjár hugmyndir samaneiðar í eina. Ég vildi að öll myndin fjallaði um afmælisveisluna en svo er ekki. Nokkuð fyndin og skemmtileg mynd, samt mjög gleymanleg. Fær sjö af tíu fyrir góða afþreyingu.",7,Positive
ABOUT A BOY,Vanmetin og skemmtileg mynd sem að hlaut of litla athygli. Sambandið milli á Grant og Hoult er  fallegt og virkar vel. Sumar ákvarðanir hefðu getað verið gerðar öðruvísi og er því myndin ekki fullkominn. En hún skilur ákveðin atriði um lífið mjög vel.,7,Positive
ZOOLANDER,"Myndin var með of flókinn söguþráð og  ekki alveg fullmótuð mynd heldur bara nokkrar fyndnar senur og síðan er gerð mynd úr þeim. Mikið að óþarfa senum og of stutt mynd. Fær samt sex stjörnur fyrir góðan leik, fyndin atvik og fyrir að vera góð skemmtun.",6,Positive
THE STARVING GAMES,"Ekki jafn vond og allir segja að hún sé en samt hræðileg á sama tíma. Mér fannst myndin vera nokkuð fyndin og skemmtileg, en ég þurfti að lækka einkunnina vegna þess að margar aðrar vondar myndir eru skárri. Ekki góð mynd en ágætis afþreying.",3,Negative
TOMMY BOY,Myndin byrjar frekar leiðinlega en verður skemmtileg þegar fókusinn er tekinn á vegferðina. Ekta mynd sem að er ekki jafn góð og í minningunni og gleymir hlutverki sínu sem gamanmynd og festist í viðskiptaheiminum. Það er samt hægt að hlægja eitthvað.,6,Positive
WE'RE THE MILLERS,Mjög fyndin og skemmtileg mynd sem hefði átt að vera þríleikur. Manni þykir á endanum vænt um karakterana og þeir eru eins og alvörunni persónur. Sudeikis var bestur af leikurunum. Þó að myndin hafi kannski verið of svört var hún samt frábær.,8,Positive
THE WHOLE NINE YARDS,"Hélt að myndin yrði smá öðruvísi en samt er hún nokkuð góð. Góðir leikarar og ágætis skemmtun en of flókinn. Það er erfitt að skilja söguna vel og er myndin smá vonbrigði. Góð hugmynd sem var framkvæmd á rangan máta, það eru til betri myndir.",6,Positive
VACATION (2015),"Betri en ég átti von á, ekki jafn góð og fyrsta útaf óþarfa efni eins og ástarmál James, fortíð Debbies og hvað Kevin er leiðinlegur en samt afþreyjandi, fyndin og nostalgísk mynd. Helms var fínn sem Rusty en Chase og D'Angelo þurftu meiri fókus.",7,Positive
NATIONAL LAMPOON'S EUROPEAN VACATION,Eina góða við myndina eru þónokkrar mjög fyndnar senur en það bjargar samt ekki myndinni. Líka alltof svartur tónn og húmor til að vera Vacation mynd. Krakkarnir eru leiðinlegir í þessari og vonbrigði útaf hvað fyrsta var góð.,5,Negative
NATIONAL LAMPOON'S VACATION,"Ekki jafn góð og í minningunni, samt mjög góð mynd með einfalda sögu og óteljandi góð grín. Leikarar stóðu sig mjög vel en myndin hefði getað staldrað lengur við á áfangastöðunum því myndin er aðeins of hröð. Algjör költ klassík samt.",8,Positive
CEDAR RAPIDS,"Nokkuð vanmetin mynd sem að hefur ekki hlotið nógu mikla athygli. En myndin er fyndin, skemmtileg og afþreyjandi. Samt nokkuð leiðinleg á köflum og frekar ófrumleg hugmynd með smá óáhugaverðan söguþráð, ná grínin að bjarga myndinni ásamt leikurunum.",7,Positive
ÞROT,Því miður hefur myndin ekki nógu mikinn efnivið til að vinna með og söguþráðurinn er of ómerkilegur. Myndin er einnig ruglandi og erfitt að átta sig á tengslum karaktera. Bjarni Snæbjörnsson stóð sig best af leikurunum. Alls ekki alslæm mynd en gleymanleg.,4,Negative
MEET THE PARENTS,Hugmyndin fyrir myndina er góð þó að ég hún sé svipuð myndinni Bachelor Party. Sambandið á milli Stillers og DeNiro bjargar myndinni og gerir hana að mjög fyndinni mynd. Sumt var svolítið ofnotað úr öðrum myndum en höfundar er að gera sitt besta.,8,Positive
THE MAN FROM TORONTO,"Afþreyingjandi, skemmtileg og falleg mynd um vináttu sem að hefur sína galla. Myndin var of löng og langdregin og það voru of fá grín, grínin voru reyndar mjög fyndin. Myndin er líka frekar ruglingsleg en Hart bjargar myndinni að mestu leyti.",7,Positive
ELVIS,Ég er ekki mikill aðdándi Elvisar en þessi mynd er mjög góð. Butler nær honum mjög vel og er leikurinn hjá öllum það besta við myndina sem heldur manni límdum við tjaldið og gefur frábæra innsýn inn í líf hans og tilfinningar. Með betri myndum síðari ára.,8,Positive
HOT SHOTS! PART DEUX,Nokkuð góð mynd sem að vantar samt einhver grín í. Myndin hafði sín augnablik en er frekar langdregin. Ekki jafn góð og fyrsta en samt fínasta skemmtun. Forsetinn var besti karakterinn. Myndin þurfti samt ekki að vera framhald af Hot Shots.,7,Positive
DINNER FOR SCHMUCKS,"Mjög vanmetin og góð mynd sem að hefur fengið óskiljanlegt hatur. Carell stendur sig frábærlega sem fíflið Barry. Myndin er líka góð mynd fyrir að sýna fallega vináttu. En húmorinn er langbestur því myndin er mjög fyndin, með betri grínmyndum.",8,Positive
STELLA Í ORLOFI,Frábær költ mynd sem að heldur athygli áhorfandans. Myndin virkar svo vel vegna þess að flestir þekkja vel týpuna sem að Stella er. Mjög afþreyingjandi og fyndin mynd og leikararnir og karakterarnir eru ógleymanlegir þrátt fyrir örfá ófyndin grín.,8,Positive
MEÐ ALLT Á HREINU,"Það er ósköp fátt sem ekki hefur verið sagt um myndina áður en annars þá er hún frábær költ klassík. Tónlistin, húmorinn og fáránlegi söguþráðurinn fer á kostum. Orðin smá þreyttur á henni eftir að hafa horft oft en get ekki kallað hana ofmetna.",9,Positive
HOT SHOTS,"Mjög góð mynd sem að er samt ekki jafn góð og í minnunginni, mikið að senum í Top Gun voru sleppt í myndinni sem hefðu samt passað vel inn í þessa. Það vantaði líka fleiri grín þó að grínin í myndinni voru mjög fyndin. Sheen stóð sig vel eins og alltaf.",7,Positive
MR. & MRS. SMITH,"Góð hugmynd að mynd en ég held að höfundarnir hefðu getað gert mikið meira með hugmyndina, annars nokkuð afþreyingjandi og flott mynd sem vantar samt einhvern tón í, annars góðir leikarar. Myndin er líka of löng og hefði mátt sytta hana verulega.",7,Positive
SCARY MOVIE 2,"Alveg öfugt við það sem að gerði upprunalegu svona góða þá er þessi mynd fáránleg og leiðinleg í langflesta staði, það er hægt að hlæja eitthvað af henni og fær fjórar stjörnur fyrir það, draugahúsið er líka ekki nógu góð staðsetning fyrir myndina.",4,Negative
TOP GUN - MAVERICK,"Aðeins betri en upprunalega fyrir það Maverick sjálfur er þroskaðari í þessari og að þyrlu og spennusenurnar eru skemmtilegari, þrátt fyrir að þetta sé framahldsmynd er myndin mjög góð, alls ekki fullkominn samt útaf ófrumlegum ástarsöguþráð.",8,Positive
TOP GUN,Klassísk og góð mynd sem að er samt ekki jafn góð og í minningunni. Það vantaði einhverja meiri sögu í þyrluatriðin og meiri spennu og dramatík. Samt er myndin klassísk mynd en ég verð að segja dálítið ofmetinn þrátt fyrir góðan leik og frábæra tónlist.,7,Positive
UNDIR HALASTJÖRNU,"Ágætis mynd sem er alls ekki fullkominn, hugmyndin er góð en hún er ekki framkvæmd nógu vel, myndin hefði getað fangað augnablikin betur en gert var. Það var gott hvernig hún sýndi líka atburði úr fortíðinni en það vantaði einhvern tón á hana.",6,Positive
BERNIE,Ágætis afþreying en samt er þessi mynd ekkert mjög góð. Hún er of skrípaleg til þess að vera byggð á alvöru morði og höfundarnir hafa ekki mikið að gera og fylla því myndina með óþarfa viðtölum. Myndin er heldur ekki mjög fyndin en samt allt í lagi mynd.,5,Negative
I-SPY,"Mjög gleymanleg og frekar leiðinleg mynd sem ég átti ekki von á, samt góðir leikarar. Helmingur myndarinnar voru langdregnar spennusenur og leiðinleg atriði um box. Myndin var smá fyndin en samt mikil vonbrigði. Það vantar mestalla sögu og karaktersköpun. ",4,Negative
CHEAPER BY THE DOZEN 2,"Fínasta skemmtun sem að er næstum jafn góð og fyrsta myndin. Hugmyndin, sagan og grínin voru góð, en það vantaði aukasögu eins og var í fyrstu. Hin fjölskyldan var góð viðbót við myndina sem að er mjög skemmtileg þrátt fyrir örfáa galla.",7,Positive
HOLES,Frekar góð mynd sem að er nokkuð nákvæm bókinni og nær andanum í henni nokkuð vel. Barnaleikararnir voru ekki mjög góðir en Jon Voight var frábær í hlutverki Mr. Sir. Mér finnst gríntóninn góður í myndinni og myndin var hröð og ekki að teygja lopann mikið.,7,Positive
BERDREYMI,Án efa ein besta íslenska kvikmyndin sem lendir í topp fimm. Þetta er költ mynd sem að mun sitja í mér lengi. Sagan er rosaleg og ég sé ekki oft svona rosalega góðan leik. Myndin er löng en ég vildi samt meira. Mjög erfitt er að lýsa gæðunum með orðum.,10,Positive
SVEITABRÚÐKAUP,"Fyndin gamanmynd sem að er eiginlega orðin költ klassík. Hugmyndin er mjög fyndin og  leikararnir eru góðir. Myndin hefur samt galla, hún of löng og hefði mátt gera aðstæðurnar ennþá fyndnari en samt frábær vanmetin gamanmynd sem allir ættu að sjá.",8,Positive
ROBIN HOOD - MEN IN THIGHTS,Ekki besta mynd Brooks útaf fjölda hallærislegra grína en samt skemmtileg og fyndin mynd. Hún er samt of löng og hefði getað grínast meira með upprunalegu söguna í stað þess að nánast endursegja hana. Það vantar einhvern kraft í hana.,7,Positive
WRONGFULLY ACCUSED,Frekar misheppnuð tilraun til þess að gera góða grínmynd. Ég held að höfundurinn var með nokkur grín í huga og gerði síðan heila mynd úr þeim. Ég hló alveg eitthvað og myndin er ágætis skemmtun en samt ákveðin vonbrigði miðað við aðstandendur.,6,Positive
AMERICAN WEDDING,"Hugmyndin er í sjálfri sér góð en hún er gerð mjög skringilega. Fókusinn er núna tekin á Stiffler sem var aukapersóna í fyrstu myndinni, en hann er ekki nógu sterkur karakter til að leiða kvikmyndina. Húmorinn er ágætur en er samt mjög þreyttur.",6,Positive
THE LOST CITY,Eins og flestar nútímamyndir þá vantaði mikið af grínum og húmor. Myndin tókst samt að vera nokkuð afþreyingjandi og var hægt að hlæja nokkrum sinnum. En hún er alls ekkert sérstök en samt skemmtileg. Romancing the Stones er auðvitað samt betri.,7,Positive
MR. MAGOO,Þessi mynd er frábær. Ég líka hélt að hún mundi vera barnalegri. Ég veit samt að myndin eldist ekki mjög vel en hún hefur góðan spoof húmor og Nielsen er frábær. Það var líka mikið af fullorðnisgrínum og handritið gott. Það hefði átt að vera framhald.,8,Positive
DÍS,Nokkuð afþreyingjandi og fyndin mynd sem að er samt ekki fullkominn. Það voru margar fyndnar týpur og ég held að myndin fangi réttan anda. Hún er samt gleymanleg og ég get skilið hvers vegna myndin hefur gleymst í seinni tíð. Karakter Árna Trggva var frábær.,7,Positive
SKJÁLFTI,"Þessi mynd er nokkuð góð en alls ekki gallalaus, myndin er alltof hæg og líða margar senur þar sem lítið gerist. Ágætis skemmtun samt með alveg nokkrum grínum og líka dramatískum atriðum. Myndin er langt frá því samt að vera algjört meistaraverk en fín.",7,Positive
AMERICAN PIE 2,Hugmyndin af myndinni hljómar betur en fyrsta myndin en þessi mynd er einungis að endurnota frasana sem að virkuðu í fyrstu myndinni í bland við frekar leiðinlegan og þreytandi söguþráð. Samt ágætur húmor og sumt í sögunni sem mér líkaði við.,6,Positive
THE LAST LAUGH,"Hugmyndin að myndinni er góð en það er eins og að myndin hafi verið gerð of seint. Fínn húmor og leikurinn er það besta við myndina en það vantar eitthvað, ekki viss um hvað vantar en myndin hefur ekki þennan tón sem einkennist af myndum Chase.",6,Positive
SCARY MOVIE 4,"Talsvert betri en þriðja myndin. Myndin nær að vera fyndin, skemmtileg og afþreyingjandi og nær þeim skilyrðum sem að góð spoof mynd þarf að ná. Nýja aðalpersónan er frábær, sömuleiðis frábær grín og söguþráður. Ein af fyndnustu myndum síðari tíma.",8,Positive
FLETCH,"Ein besta kvikmynd sem ég hef séð. Húmorinn, tónlistin, spennan og stjórnunin eru til fyrirmyndar og nær myndin að vera allt sem góð kvikmynd þarf að vera. Þessi mynd er betri útgáfa af BHC myndunum. Karakterarnir og sagan um ævintýri Fletch eru frábær.",9,Positive
SPY HARD,"Ekki eins vond og flestir segja að hún sé,  myndin er ágæt en ekkert í gæðum við Naked Gun. Nielsen bjargar myndinni ásamt nokkrum fyndnum grínum. Höfundarnir höfðu eiginlega ekki nógu miklar hugmyndir fyrir heila mynd. Samt góð afþreying og fyndin mynd.",7,Positive
MÝRIN,Hröð og áhugaverð mynd sem að er líka afþreyingjandi. Rannsóknin er spennandi og áhorfandinn heldur athygli. Það hefði samt mátt framkvæma mörg atriði betur en flest atriðinna eru fín. Stundum hefði samt vantað frekari útskýringar en að öðru leyti góð mynd.,8,Positive
CHEAPER BY THE DOZEN (2003),Afþreyingjandi og fín mynd sem hefur samt sína galla. Hún er aðeins og barnaleg og hefði átt að hafa betri húmor og sögu. Það vantaði líka mörg hlátursskastatriði eins eru í myndum Martins. Hugmyndin er góð en ekki framkvæmd nógu vel.,7,Positive
AMERICAN PIE,Skemmtileg og fyndin mynd sem er samt frekar ofmetin. Pabbi Jims var besta persónan og gerði myndina betri. Hugmyndin er góð en myndin er of löng og inniheldur of mikið af óþarfa senum. Það voru samt margar góðar senur og myndin er líka vel frakvæmd.,7,Positive
NATIONAL SECURITY,Nokkuð góð og fyndin kvikmynd með gott sögusvið og fyndin aðalkarakter. Myndin eldist samt kannski ekki sem best en er góð fyrir sinn tíma. Ég fann fyrir dálitlum spoof húmor í henni. Lokasenan í myndinni var eins og sena úr gæðaspennumynd.,7,Positive
SCARY MOVIE 3,Frekar gleymanleg mynd með nokkuð lélega sögu og ekki nógu mörg fyndin grín. Það voru samt mörg góð grín og gott að fá reynda leikara í myndina eins og Nielsen og Sheen. Það vantar hláturskastatriði þó að grínið með strákinn og bílinn var frábært.,6,Positive
THE WEEK OF,Hugmyndin er ekki nógu merkileg til þess  að gera heila kvikmynd um. Það voru nokkur fyndin grín og allt vesenið á hótelinu var gott en annars er sagan ekki mjög góð. Ég hef séð margar aðrar myndir sem eru mjög svipaðar. Gleymanlegasta mynd Sandlers.,6,Positive
THE DICTATOR,"Fyndin og pólitísk kvikmynd sem að hægt er að hafa gaman af. Svarti húmorinn er góður og svo sem hugmyndin. Myndin er samt ekkert meistaraverk og er hún svolítið ofmetin, en samt frekar fín og fyndin mynd. Hún hefur samt góða aukasögu um Aladeen.",7,Positive
THE SHAWSHANK REDEMPTION,"Þessi mynd er án efa besta kvikmynd allra tíma. Atriðin eru svo vel framkvæmd, leikurinn er stórkostlegur, handrit og leikstjórn upp á tíu. Myndin er svo mjög falleg. Senan með Brooks í borginni er held ég, besta sena í kvikmyndasögunni.",10,Positive
THE TERMINAL,"Þessi kvikmynd er í raun mjög góð. Falleg og tilfinngarík saga sem er nógu góð til þess að horfa á oft um ævina. Hún hefur líka fínan húmor. Myndin er samt of löng, hún mætti alveg vera mikið styttri. Hanks túlkar Viktor alveg frábærlega vel samt.",8,Positive
YESTERDAY,Hugmyndin er sniðug en sum atriði hefðu getað verið framkvæmd öðruvísi. Myndin er samt mjög fyndin og einlæg. Hefði viljað meiri húmor en þessi mynd er kannski ekki vettvangur fyrir það. Samt ekki nógu merkileg til þess að horfa oft á en skemmtileg.,6,Positive
NAKED GUN 33⅓ - THE FINAL INSULT,Myndin er ákveðin vonbrigði. Sagan er frekar ómerkileg til þess að gera kvikmynd um og aðalfókusinn um barneignir er merki um þreytt framhald. Óskarsverðlaunasenan bjargaði myndinni og er sú sena ein fyndnasta í kvikmyndasögunni.,7,Positive
BACHELOR PARTY,"Mínar vonir um myndina voru kannski of bjartar, en myndin er aðeins of barnaleg og hefur ekki nógu fyndin húmor. Það voru samt margar fyndnar týpur. Samt sem áður nokkuð mikið af fyndnum grínum og frösum en myndin er of löng og eldist frekar illa.",7,Positive
THE PINK PANTHER (2006),"Alltof margir hata þessa fyndnu kvikmynd sem er ekkert verri en aðrar spæjaragrínmyndir. Martin er frábær sem Clouseau. Beitti húmorinn er æðislegur en myndin er ekki að reyna að vera fjölskylduvæn grínmynd, svarti húmorinn skín í gegn.",8,Positive
SUPERHERO MOVIE,"Síðasta góða spoof-myndin, myndin er fyndin paródía sem er samt ekki gallalaus. Húmorinn er bráðfyndin og skemmtilegur og einnig nokkuð áhugaverð saga. Albert er besti karakterinn í myndinni. Það næsta sem að kemst í líkindi við ZAZ myndirnar.",7,Positive
LITTLE FOCKERS,Þessi mynd er ekkert verri en hinar. Sagan um tvíbura Stillers var spennandi og fyndin. Var orðin þreyttur á karakter Wilsons sem var ofnotaður. Sagan um Andi var samt mjög óþarfi en lokaslagurinn bætti upp fyrir það. Góð leið til að enda seríuna.,7,Positive
SCARY MOVIE,"Mjög fyndin og góð mynd, samt eldast sum grínin ekki vel og sumt í húmornum er frekar barnalegt og hallærislegt. Höfundar eru ekkert að flækja húmorinn sem skýn samt alveg í gegn sem grín af hryllingsmyndum. Ótrúlegt en satt, góð unglingagrínmynd.",8,Positive
LOADED WEAPON 1,"Þessi mynd fékk alltof litla athygli. Þessi mynd er ein besta grínmynd allra tíma. Ég sem hef ekki einu sinni séð Lethal Weapon, finnst mér samt myndin óborganleg. Myndin kann að vera hröð, hún er stutt svo að allt kemst fyrir í hana á góðum tíma.",9,Positive
THE NAKED GUN 2½ - THE SMELL OF FEAR,"Rosalega vanmetin mynd sem er næstum því jafn góð og fyrsta myndin. Sögusviðið er spennandi og myndin er ein af sú myndum sem ég hef hlegið hvað mest af. Nielsen fyllir myndina af góðum húmor, góðum leik og væntumhyggju.",8,Positive
BELFAST," Langt frá því að vera fullkominn. Það er svolítið af óþarfa senum, þá hefði átt að bæta öðru efni í staðinn. Það að myndin gerist í svarthvítu er góður hlutur en þá tekur maður meiri mark á henni. Samt falleg stríðsmynd sem er þroskasaga lítins drengs.",7,Positive
"BIG MOMMAS - LIKE FATHER, LIKE SON",Eftir tvær frábærar myndir kom eitt versta framhald allra tíma. Mamman missir allan fókus og fer hann á leiðinlega ástarsögu Trents. Uppsetningin var leiðinleg og tímafrek. Ég hló samt nokkrum sinnum vegna fáránleika myndarinnar.,3,Negative
MEET THE FOCKERS,Sögusviðið í myndinni sem er á eyjunni er betra en í fyrstu myndinni. Hoffman og Streisand eru frábærlega fyndin í sínum hlutverkum. Það eru fyndnari grín í þessari og skemmtilegur aukasöguþráður. Þessi mynd er mjög vel heppnað framhald.,9,Positive
TED 2,"Alls ekki jafn vond og fólk segir. Samantha sem er bætt við er betri en Lori, þar sem Samantha og John hafa meira sameiginlegt. Það voru margar góðar senur eins og bókasafnssenan og þegar þau flýja í sveitina. Fyrsta myndin er samt betri, væri til í þriðju.",7,Positive
THE HANGOVER PART III,"Þessi mynd er í rauninni ekki Hangover mynd eins og þau lofuðu okkur, heldur bara spin-off mynd, vegna þess að það var ekkert “hangover” fyrr en eftir upplýsingalistan. Ágætis skemmtun en hugmyndabanki höfunda er alveg tæmdur í myndinni.",6,Positive
