num,id,review,rating,sentiment
130,131,Krakkar í ruglinu... frekar mögnuð mynd. Algjör indielowbudget fílingur  myndatakan er svolítið eins og þetta sé heimildamynd og það er oft eins og leikurinnsamtölin sé bara spuni. að var líklega markmiðið hjá Larry Clark  að hafa þetta sem raunverulegast.,6,Positive
131,132,"Nokkuð góð mynd. Kúl stríðsmynd. Nokkuð spennandi  þótt maður vissi nokkurn veginn hvernig hún myndi enda ; Fullt af góðum leikurum. Leikumgjörð  búningar, umhverfi o.s.frv. mjög flott. Vönduð mynd  leit vel út.",7,Positive
132,133,Góð saga  áhugaverðar pælingar... Flott og vönduð mynd. að ætti kannski ekki að koma á óvart að mynd sem fjallar um alla ævi persónunnar sé tæplega  tímar ;,7,Positive
133,134,"ff... temmilega stupid mynd. Algjör frat boy mynd  brjóst og prumphúmor... Hellingur af þekktum nöfnum  þeir hafa greinilega viljað leika sér aðeins, flippa út og fíflast og ákveðið að búa til svona illa súra mynd í gamni. etta er sería af misfyndnum sketsum með mjög lausum söguþræði...",3,Negative
134,135,"Mjög kúl mynd. Hörku actionthriller  góð spenna. essi mynd var mjög... international ; Tekin upp út um allan heim  það er sérstaklega skemmtilegt að sjá staði í myndum þar sem maður hefur verið sjálfur að tjilla einhvern tíman... Atriðið í Guggenheim safninu var algjör snilld  mér fannst það frekar impressive. Myndin leit vel út, flott áferð og vönduð mynd.",8,Positive
135,136,"Clint Eastwood er ennþá badass. Kúl mynd, góð saga. Hann var nokkrum sinnum með netta Dirty Harry takta  sérstaklega í eitt skiptið þar sem hann droppaði alveg killer línu: Ever notice how you come across somebody once in a while you shouldnt have fucked with? Thats me..  Vel gerð og vönduð mynd  enda bjóst maður ekki við neinu öðru með Clint Eastwood bakvið stýrið. Já, síðan var líka íslensk stuttmynd á undan  Aldrei Stríð  slandi  áhugaverðar pælingar hverjir myndu fara í stríð við okkur? Borgarastyrjöld?, leit vel út... alltaf gaman að sjá íslenskar stuttmyndir.",8,Positive
136,137,Temmilega scary mynd. Kúl zombie thriller. etta er s.s. myndin sem Quarantine er byggð á... Nettur Blairwitch Project og Cloverfield fílingur þar sem maður sér þetta bara í gegnum eina myndavél sem camera gaurinn hjá fréttastofunni heldur á.,7,Positive
137,138,Sérstök mynd. Mikill indie bragur enda kostaði bara  að búa hana til. Eins og svo oft með sjónvarpsþættikvikmyndir þar sem er verið að ferðast afturfram í tíma þá er myndin svona nett ruglingsleg á köflum... þetta graf útskýrir smá en samt eru vissir hlutir þar sem maður er ekki alveg viss hvað gerðist. En vissulega áhugaverðar pælingar og skemmtilegt að sjá mynd sem er gerð fyrir svona lítinn pening...,5,Negative
138,139,"Töff mynd. Mjög flott. Nóg af ofbeldi  ekkert verið að skafa af því, nóg af blóði og maður heyrði hvert bein brotna.",7,Positive
139,140,"Mjög kúl mynd  þetta er s.s. nokkurs konar heimildamynd um Soulwax. Virkilega flott  mikið vision... nett cinematography í gangi. Kick ass tónlist  ekki oft sem maður er hálf dansandi þegar maður er að horfa á kvikmynd ; Að vissu leyti svipuð og Justice heimildamyndin en töluvert öðruvísi  tekin upp á mun lengri tíma og ekki alveg jafn mikil geðveiki, en þó samt rokkstjörnufílingur í gangi með groupies í tour busnum og allt það... Myndin var líka töluvert vandaðari  vel klippt. Klippur af tónleikum út um allan heim. Inn á milli eru viðtöl við þá og vini þeirra. Skemmtilegt að sjá að þeir voru alltaf að drekka Stella  það kemur náttúrulega ekkert annað til greina en belgískur bjór.",8,Positive
140,141,gæt mynd. Nóg af flottum tæknibrellum. Svolítið spes á köflum  spes pælingar. Nett dramatísk í lokinn  en það fylgir víst... að sem stóð upp úr voru flottar og íburðamiklar tæknibrellur  löng og ítarleg action atriði...,6,Positive
141,142,"Maður er búinn að bíða eftir þessari mynd frekar lengi  það var alltaf einhver orðrómur um að það ætti að fara búa hana til, síðan var eitthvað vesen... en það hafðist loksins. að er svolítið sérstakt að fara á mynd sem er byggð á bók og maður er búinn að lesa bókina  ekki oft sem það gerist. Reyndar svolítið langt síðan ég las bókina en ég held að þeir hafi fylgt henni nokkuð vel. Mjög fyndin mynd  en frekar twisted húmor eins og er oft hjá Chuck Palahniuk. Mjög skrautlegir karakterar að hætti Chuck. Sagan er svolítið sérstök  svolítið out there á köflum  en skemmtileg.",7,Positive
142,143,Rugl brútal mynd! Kolruglað lið  og þetta er byggt á sannsögulegum atburðum. Fjallar um gaura sem byrja sem brjálaðar fótboltabullur sem skalla mann og annan og verða síðan hardcore drug gangstas.,6,Positive
143,144,gætlega fyndin. Nóg af þekktum leikurum...  gæt afþreying.,6,Positive
144,145,Góð mynd. hugaverðar pælingar um lífið og tilveruna... Flott myndataka. Góðir leikarar. Nokkuð mögnuð saga þetta er s.s. sönn saga.,7,Positive
145,146,"Góð spennumynd. Ekta thriller. Virkilega spennandi  maður var oft alveg á nálum, bókstaflega on the edge of my seat. Vel leikin  fullt af góðum leikurum. Gott handrit  svona myndir sem eru ekki stútfullar af flottum tæknibrellum og endalausum action atriðum þurfa að hafa vel skrifað handrit. Gaman að sjá Jason Bateman í svona wacky hlutverkum :",8,Positive
146,147,"Vá, þetta er klikkuð mynd  eins og í fyrri myndinni er bara stanslaus keyrsla allan tíman  endalaus adrenalín rússíbanaferð. Virkilega fyndin. Mögnuð myndataka og hröðustu klippingar sem maður hefur séð síðan... ja, Crank . Temmilega súr og random á köflum  en það er bara fyndið... Mjög brútal, stanslaust ofbeldi. Jason Statham er náttúrulega bara töffari. essi mynd er svolítið sér á báti  ýmislegt sem kom mér á óvart og sem ég býst ekki við að sjá í annarri bíómynd á næstunni. Skemmtilega frumleg að því leyti.",7,Positive
147,148,"Klikkuð mynd. Súr, fyndin, vandræðaleg, brútal og frekar random á köflum. Mjög sérstök grínmynd. Klikkaðir karakterar. g var sérstaklega að fíla gaurinn sem Michael Pea lék Dennis.",6,Positive
148,149,"Virkilega flott mynd. Stútfull af klikkað flottum tæknibrellum  alveg óaðfinnanlegar. Mjög spennandi, góð action keyrsla. Mjög fyndin á köflum  Simon Pegg klikkar ekki. Góð saga, góðir leikarar... góð mynd. Ekta risastór sumar blockbuster.",8,Positive
149,150,"hugaverð kvikmynd um escort stelpu... mjög artyindie gerð fyrir .M  svolítið sérstök mynd þar sem Soderbergh notaði eiginlega bara náttúrulega lýsingu allan tímann, setti svolítið öðruvísi svip á myndina. Hún var líka tekin upp með RedOne myndavélinni sem er fáránlega kúl græja. Síðan skemmir ekki að myndin gerist í New York ; Smá fróðleiksmoli: Sasha Gray, sem leikur aðalhlutverkið, er víst actually klámstjarna...",7,Positive
150,151,Hörku spenna. Fínasta action  sprengingar og byssubardagar... alltaf í kapp við tímann. Gaman af svona spennumyndum þar sem er verið að leysa ráðgátu með því að leita að vísbendingum hér og þar. g var reyndar búinn að lesa bókina en það er svo langt síðan að ég mundi ekki öll plottin nákvæmlega  þannig að það skemmdi ekkert mikið fyrir. Myndin leit mjög vel út  mjög vönduð. Líka topp leikarar.,7,Positive
151,152,Mjög fyndin mynd. Nokkuð steiktur húmor. Nett feelgood mynd... Skemmtilegir karakterar. Skemmtileg saga.,7,Positive
152,153,"Hreint út sagt stórkostlegt kvikmyndalistaverk! Neh... frekar slöpp. Leikarar voru engan veginn að standa sig, handritið var wack og ekki mikið í gangi til að hjálpa þessari mynd...
etta er meira svona Bmynd sem maður horfir á til að hlæja að.",2,Negative
153,154,"Kúl mynd. Góður thriller. Flott myndataka. Spennandi saga. Byggt á bók eftir Elmore Leonard eins og Jackie Brown, Out of Sight og aðrar góðar myndir.",7,Positive
154,155,"Klikkað fyndin mynd! að er snilld hvað þeir lenda í miklu rugli. Fær mann til að langa fara á fyllerí í Las Vegas sem allra fyrst ; Zach Galifianakis er náttúrulega snillingur  hann lék lang fyndnustu persónuna. Síðan hef ég aldrei hlegið jafn mikið yfir credit lista  bara rugl, kom mjög skemmtilega á óvart. Maður grenjaði af hlátri. að hefði jafnvel verið ennþá skemmtilegra ef maður hefði ekki séð trailerinn áður  hann var náttúrulega sprenghlægilegur.",8,Positive
155,156,Frekar silly mynd. gætlega fyndin á köflum. Slatti af cameos.,5,Negative
156,157,"Mjög dark mynd  skuggalegur thriller... Tékkaði á þessu aðallega þar sem ég tók eftir að Jonas kerlund leikstýrði henni  gaurinn sem leikstýrði Smack My Bitch Up tónlistarmyndbandinu og Spun, en það voru nú engar þannig crazy klippingar í þessari mynd. Engin snilld, en ágætlega spennandi, náði samt aldrei almennilega flugi...",6,Positive
157,158,"Já... þú segir það. gæt heilalaus afþreying. Söguþráðurinn var kannski ekki upp á marga fiska, vantaði alla vega eitthvað efni til að grípa mann. En myndin leit klárlega vel út og endalaust eytt í stunt atriði, tæknibrellur o.s.frv.  style over substance á líklega vel við. að var vissulega nóg af EXPLOSIONS a la Michael Bay ; Fínasta summer blockbuster spennumynd ef maður hugsaði ekki alltof mikið með nóg af sprengingum, byssubardögum og vélmönnum að slást ...og Megan Fox í slow motion, það þarf ekkert að ræða það frekar. En það fór svona nett í taugarnar á mér að þeir voru að hafa með nokkur svona sidekick vélmenni  vélmenni með alltof mikið af hallærislegum oneliners sem voru oftast frekar lítið fyndnir. að hefði klárlega mátt leggja meiri vinnu í handritið, það hefði bætt myndina töluvert.",7,Positive
158,159,Dramatísk mynd alveg í gegn... Fær mann ekki beint til að langa verða atvinnu glímukappi. Vönduð mynd.,6,Positive
159,160,"Vá, þetta var einn stór kjánahrollur. En sjokkerandi fyndið. Mér finnst magnað að hann og crewið hafi ekki verið drepið  það munaði örugglega ekki miklu á köflum. Markmiðið hjá Sacha Baron Cohen var náttúrulega að ganga fram af fólki og hann gerði það svo sannarlega  þetta var algjörlega extreme. etta var rugl... maður er eiginlega ennþá í sjokki. Myndin fór yfir strikið fyrstu mínútuna og leit ekki aftur. Svolítið sérstakt að vera hneykslast og hlæja á sama tíma  eiginlega allan tímann.",7,Positive
160,161,"Fín mynd. Drama með fisléttu gríni. hugaverðar persónur. Góðir leikarar. Skemmtileg samböndtengsl. g fór að spá í að gaurinn er nýkominn úr fangelsi og á ekki í vandræðum með að eignast nýja vini, gott hjá honum...  annars hefði myndin verið helst lítið spennandi ;",7,Positive
161,162,"Rugl fyndin mynd. Frá gaurunum úr The Whitest Kids U Know þeir skrifuðu handritið, leikstýrðu og léku aðalhlutverkin  mjög svipaður húmor og er í sketsunum þeirra. Algjört bull og vitleysa  en sprenghlægilegt á köflum.",7,Positive
162,163,"Mjög góð mynd  vel gerð, vönduð. Dúndrandi spenna og flott action  temmilega stressandi starf að aftengja sprengjur í rak, alltaf upp á líf og dauða. Slatti af kúl sprengingum. Góð keyrsla. Klassísk hermynd að ýmsu leyti...",7,Positive
163,164,Nettur thriller í gangi. gæt saga... samt svolítið spes. Slatti af drama.,6,Positive
164,165,"Klikkað scary mynd  algjör psycho thriller sem heldur manni á nálum mest allan tímann, mögnuð spenna. Hrollvekja dauðans. Alltaf áhugavert að sjá kvikmyndir með svona fáum leikurum.",6,Positive
165,166,"Hörkugóð mynd. Fínasta spenna og gott action. En nokkuð brútal á köflum. Flott myndataka, leit vel út. Vönduð mynd. Góðir leikarar. hugaverð saga  gaman að svona rannsóknarspennumyndum þar sem er verið að púsla saman vísbendingum. Bíð spenntur eftir næstu mynd í þessum þríleik. Gaman að sjá svona ferskar kvikmyndir frá Norðurlöndunum.",8,Positive
166,167,"Temmilega twisted mynd. Eiginlega bara fucked up. Gaurarnir tveir voru algjörlega psycho  leikararnir pössuðu mjög vel í hlutverkin. hugaverð mynd að vissu leyti  en mjög spes, ýmislegt óvenjulegt við hana. Ofbeldið er dregið á langinn og manni haldið í spennu... Nokkur kímleg atriði en maður gat varla hlegið. Antifeelgood mynd. En hún var vönduð, leikararnir voru alveg að skila sínu  maður fann til með fórnarlömbunum  og hún leit vel út. Oft voru stórir hlutar af umhverfinu skjannahvítir sem gerði stemmninguna ennþá meira psycho.",6,Positive
167,168,"Mjög kúl mynd. Michael Mann kann sko að gera action myndir  klikkaðir byssubardagar. að voru líka svo fáránlega kúl hljóð í byssuskotunum  ótrúlegur bassi, það titraði allt á köflum. Virkilega flott mynd og glæsileg myndataka. Greinilega mikið lagt í umhverfi, búninga o.s.frv. til að passa við þetta tímabil  kom vel út. 
g geri ráð fyrir að myndin hafi verið tekin upp stafrænt og það setti svolítið sérstakan brag á hana. Hún var svolítið hrá á köflum og smá dogma stemmning þannig séð að það var eins og það væri eiginlega bara notast við náttúrulegatiltæka birtu. að gerði að stundum var eins og maður væri að horfa á heimildamynd, sem gerði hana svolítið raunverulegri. Topp leikarar  Johnny Depp og Christian Bale eru náttúrulega með bestu leikurum sem eru í gangi núna. Spennandi saga og skemmtilegir eltingaleikir.",9,Positive
168,169,Mjög fyndin mynd. Létt grín.,7,Positive
169,170,"essi mynd var nokkurn veginn eins og ég bjóst við  þunnt handrit, enginn framúrskarandi leikur og bara keyrt áfram á fullt af tæknibrellum og sprengingum. Slatti af þekktum andlitum. Megnið af myndinni var í rauninni tölvugrafík og þar sem þeir voru að gera svona mikið út á tölvugrafík og tæknibrellur þá fannst mér hálf lélegt þegar það var of augljóst að þetta var tölvugrafík  var ekki nógu eðlilegt hreyfingar, litur.... að var slatti af kjánalegum línum og atriðum. En ágætis afþreying. gætlega kúl á köflum, fín bardagaatriði.",6,Positive
170,171,"Damn, þetta var rugl scary mynd. Hélt manni sko á nálum, eiginlega allan tímann. Nettur adrenalín rússíbani. Gott action líka. Virkilega góð hryllingsmynd, vel gerð. Hún var líka nett ógeðsleg, nasty stuff...",7,Positive
171,172,"Virkilega góð mynd. Michael Mann er snillingur, kann virkilega að meta það sem hann gerir. rugglega í svona .. skiptið sem ég horfi á þessa mynd en eftir stutta leit í þessum kvikmyndagagnagrunni sem ég er með hérna fann ég ekki gagnrýni fyrir Collateral. Erfitt að skjóta stjörnum á þetta, hefði pottþétt gefið henni  ef ég væri að sjá hana í fyrsta skipti í bíó en þetta var bara á RV og ekkert að blasta neitt heimabíókerfi... En já, klassa mynd. Góðir leikarar. Gott handrit. Virkilega kúl action atriði. Flott myndataka  svipað og í Public Enemies, skotið digital, notuð náttúrulegeðlileg lýsing það sem er til staðar, steadicam... Gott stöff. Eða hvað, ætti ég bara að setja  stjörnur á þetta? Jú, fuck it.",9,Positive
172,173,"Kúl mynd. Denzel og Tony Scott eru yfirleitt góðir saman. En þetta er ekki besta mynd þeirra  frekar týpísk, fyrirsjáanleg Hollywood formúlumynd. En maður hefur alltaf lúmskt gaman af New York myndum.",6,Positive
173,174,"Mjög kúl mynd. Skemmtilegar og áhugaverðar persónur. Christoph Waltz sló í gegn sem SS gaurinn Hans the jew hunter Landa. Góð saga, gott handrit  eins og Tarantino er lagið. Gott action og nokkuð fyndin á köflum. En vá hvað ég þoli ekki gulan texta e. subtitle á bíómyndum  það er alveg vonlaust að lesa hann þegar það er ljós bakgrunnur og svo er honum varpað með skjávarpa eða eitthvað þannig að það kemur svona daufur kassi yfir alla myndina. á kýs ég frekar hvítan eða gráan texta með svörtum border.",7,Positive
174,175,"Kúl splatter. Mjög góð mynd, góð spenna í gangi. Slatti af svörtum húmor... Nokkuð vel leikin  mikið af skrautlegum persónum. Leit vel út  flott umgjörð. Alltaf skemmtilegt að horfa á vandaðar íslenskar myndir.",7,Positive
175,176,"Klikkað spennandi mynd! Mögnuð mynd. Mjög góð. Vel gerð, vönduð. Gott handrit. Góð keyrsla. Góðir leikarar. Ef maður tekur mark á þessari mynd og Funny Games U.S. þá er ekkert sniðugt að eiga sumarhús við stöðuvatn lengst frá öllu ; Mér finnst frekar magnað að þessi mynd var tekin upp í SuðurAfríku, hefði aldrei dottið það í hug. Man ekki eftir annarri Hollywood mynd sem er tekin upp í SuðurAfríku.",8,Positive
176,177,Fyndin vitleysa. Sýnir nokkuð vel hvað pólitík er mikið bull ;,6,Positive
177,178,"Slatti af þekktum leikurum. Drama alveg í gegn. Minnti mig örlítið á Crash  mikið af mismunandi sögum í gangi, gerist í LA... en alls ekki jafn góð.  fyrri helmingnum var eins og það var verið að byggja upp geðveika sögu, vinna í karakterum... en síðan datt bara botninn úr þessu  endirinn var frekar slappur. Ekki gott handrit  það var kannski einhver góð pæling í þessu en það var ekki unnið nógu vel úr hugmyndinni. Jessica Biel sem strippari var ekki nóg til að bjarga þessari mynd.",5,Negative
178,179,"Krakkar svona nett í ruglinu. Frá Larry Clark, sem gerði líka Kids  svipað þema, svipaðar persónur... Nettur indielow budget bragur...",5,Negative
179,180,Mjög hæg mynd. Arty  eða svona indieminimal... Fjallar um IRA gaura í fangelsi  sem fara svo í hungurverkfall. Nokkuð áhugaverð... Nokkrar langar tökur sem voru frekar impressive.,5,Negative
180,181,"Mjög góð mynd. Voða ljúf ástarsaga, nema hún er vampíra ..og hana þyrstir í blóð. Góð saga. Krakkarnir tveir sem léku aðalhlutverkin voru að standa sig nokkuð vel. Alltaf gaman af góðum myndum frá Norðurlöndunum. að er samt frekar magnað hvað vampírustöff er vinsælt núna...",8,Positive
181,182,"Mjög góð mynd. Nokkuð frumlegt handrit, öðruvísi saga en ég bjóst við. Góð spenna. Gott action  slatti af töff sprengingum, byssubardögum o.s.frv. Flottar og vandaðar tæknibrellur. Flott sviðshönnun, búningar, special effects makeup...",8,Positive
182,183,Góð mynd. Fínustu leikarar. Myndir um seinni heimstyrjöldina eru oft spennandi og áhugaverðar. g las nú ófáar bækur um dönsku mótspyrnuhreyfinguna back in the days...,7,Positive
183,184,Góð spenna... að vissu leyti klassísk s mynd. gætt handritplot en nokkuð fyrirsjáanlegt.,6,Positive
184,185,Gott action. Góð spenna. Fullt af þekktum leikurum. Endirinn er reyndar frekar gallaður...,6,Positive
185,186,hugaverð framtíðarpæling  veit samt ekki hvort það sé spennandi tilhugsun að liggja allan daginn og stýra einhverju vélmenni. gætt action en meira lagt upp úr spennunni og svona löggan að leysa málið. Nokkuð töff tæknibrellur.,6,Positive
186,187,Mjög fyndin mynd  en dramtísk... Kómísk sýn á að höndla það að þurfa hugsa um foreldra sína... Afbragðs leikarar.,6,Positive
187,188,"Hellingur af þekktum leikurum  andlit sem maður kannast við úr ýmsum bíómyndum eða sjónvarpsþáttum... hugaverð sýn á krakkhverfi og fólkið sem býr þar. að hefði mátt krydda handritið aðeins, vantaði smá fútt í sögurnar...",5,Negative
188,189,gætist spæjaramynd  nema þetta er um corporate espionage... gæt spenna. Twist and turns... hver er að svíkja hvern..? Vantar samt eitthvað... hefði mátt vera meiri adrenalín spenna.,6,Positive
189,190,Nokkuð fyndin. Mikið af silly húmor eins og maður bjóst við...,6,Positive
190,191,Nett drama með dash af action. Vantaði kannski smá upp á handritið...,5,Negative
191,192,"Mjög fyndin mynd  það hefði nú verið skrítið ef hún hefði ekki verið neitt fyndin ; Hellingur af sprenghlægilegum bröndurum. Góð saga, gott handrit  en nokkuð löng mynd. Hellingur af cameos... þessir gaurar eru greinilega með smá sambönd. Slatti af drama, en samt bara passlega, ekki of mikið.",8,Positive
192,193,"Nokkuð kúl mynd. gætlega spennandi... Alltaf gaman af Las Vegas glamúr... hugavert að geta talið spil, maður ætti kannski að prófa það einhvern tíman ;",6,Positive
193,194,"Stelpan sem lék sér með eldinn segiru... Já, spennandi mynd, en samt ekki jafn góð og fyrri myndin, Karlmenn sem hata konur. Nokkuð góð saga, temmilega twisted...",7,Positive
194,196,"Mjög kúl mynd  leit vel út; umhverfið, áferðin, litirnir... Kúl effectar, Crank gaurarnir klikka ekki  öll helstu trickin sem maður kannast við hjá þeim; hraðar klippingar, funky sjónarhorn... var alveg að virka, mér fannst það alla vega ekki of mikið. Efnislega er hún ekki upp á marga fiska  handritið ekkert alltof bitastætt. En þetta er fínasta afþreying. Líka áhugaverð framtíðar pæling  tækni, siðferði og svona... Gott action, nóg af kúl byssubardögum, sprengingum og þessu helsta. Slatti af þekktum leikurum. Michael C. Hall aka Dexter smellpassar sem svona siðferðislaus gaur.",6,Positive
195,197,"Mjög fyndin mynd. Slatti scary líka, meira scary en ég bjóst við  eða s.s. svona adrenalínscary bú!. Nett brútal líka  smá splatterhúmor. Góð spenna. Hellingur af góðum bröndurum og fyndnum atriðum. Kannski ekki fyndnasta mynd ársins eins og einhver sagði, en gott stöff. Mér fannst intro grafíkin líka mjög kúl  fólk að detta á stafina og skutlandi þeim í burtu.",7,Positive
196,198,gætlega fyndin. Frekar silly. unnt handrit.,5,Negative
197,199,"Mjög kúl mynd. Góð spenna, heavy action  nóg af sprengingum og öðru tilheyrandi. Slatti af mjög flottum atriðum. Nokkuð skemmtilegt handrit, áhugavert plot  fersktfrumlegt. Gerard Butler er badass, bara svalur.",7,Positive
198,200,Risastór stórslysamynd. Mjög spennandi á köflum  klikkaðar tæknibrellur. Stundum var þetta eins og mega rússíbani í tívolí  klikkað fjör : Virkilega flott tölvugrafík  það var líka nóg af henni. En hún var frekar löng... hugaverðar pælingar varðandi hvað væri gert ef við vissum að heimurinn væri að farast.,7,Positive
199,201,Nokkuð fyndin mynd. Bull og vitleysa  eins og maður bjóst nú við. Will Ferrel átti eiginlega besta atriðið.,6,Positive
200,202,hugaverð mynd. Svolítið öðruvísi. Hæg og smá artý bragur. Eiginlega einleikur. Leit vel út  flott leikmynd og raunveruleg tölvugrafík.,6,Positive
201,203,Enn önnur zombie myndin... gæt spenna. Persónurnar ekkert alltof krassandi. Hefði mátt vera meira fútt í handritinu. Myndin er líklega ekki gerð með mjög mikinn budget. Nokkuð darkniðurdrepandivonleysi... definitely not a feelgood movie.,5,Negative
202,204,mislegt sem kom ekki á óvart... unnt handrit  stundum eiginlega fáránlegt. Lélegur leikur. gæt spenna á köflum. Hellingur af effektum sem hefði örugglega verið kúl að sjá í D bíó. etta er svona mynd sem maður horfir á þegar maður nennir ekki að gera neitt annað og nennir ekki að leita að neinu öðru hóstþynnkahóst.,4,Negative
203,205,Fín mynd. Nokkrir góðir brandararfyndin atriði. Zooey er náttúrulega voða mikið krútt. Ekki eins væmin og maður myndi kannski búast við.,5,Negative
204,206,"Mjög fyndin mynd. Einhvern veginn.. lágstemmd grínmynd, nokkuð hæg á köflum  ekkert verið að keyra á endalausum punchlines. Fullt af fínum leikurum.",7,Positive
205,207,Brútal mynd. Frekar sjúk eins og við mátti búast. gætis gorehryllingsmynd. Skemmtilegt að sjá Bláa Lónið og búningsklefana í Laugum.,5,Negative
206,208,"hugaverð og fyndin heimildamynd. Aðdáunarvert að hafa metnað til að vera ennþá að spila  árum seinna þrátt fyrir að hafa ekki meikað það. Nett klikkaðir gaurar. Já, hún var alveg sprenghlægileg á köflum  hellingur af gullmolum : hugavert að fylgjast með baráttu þeirra sem tónlistarmenn.",7,Positive
207,209,"gætis spennumynd. Slatti af sprengingum, byssubardögum... þessu helsta. Handritið var ekkert alltof bitastætt. Leit nokkuð vel út.",6,Positive
208,210,"Nicolas Cage er langbestur þegar hann leikur svona klikkaðar persónur eins og t.d. í FaceOff. Frekar klikkuð mynd  aðallega af því að megnið af persónunum voru nett klikkaðar. Mjög fyndin á köflum, vegna þess hve klikkað liðið var eða s.s. aðallega Nicolas Cage. 
Já, svona þrálátir bakverkir geta farið illa í mann...",7,Positive
209,211,"Virkilega flott mynd. Tæknibrellurnar voru óaðfinnanlegar  ótrúlega raunverulegt. Algjör snilld að sjá þetta í D  það er líka alveg nauðsynlegt fyrir þessa mynd. Myndatakan var alveg með D í huga, oft eins og maður væri staddur þarna. Mögnuð upplifun. g var að fíla neon rave stemninguna í frumskóginum á nóttunni  mjög kúl. Flottur og áhugaverður ævintýraheimur. Gott action  lokabardaginn var magnaður, risastór. g fékk svolítið á tilfinninguna að þetta væri smá ádeila á raksstríðið  alla vega viss tengsl; ráðast inn á landssvæði út af auðlindum og allt það. D dótið var reyndar stundum eitthvað að klikka, maður var ekki alveg að ná D fókus strax. En það voru kannski bara augun manns að venjast þessu. Töff hvernig það var eins og undirtextinn e. subtitles væri svífandi yfir myndinni. Gott stöff.",9,Positive
210,212,"hugaverð heimildamynd um tónleika sem hefðu verið rugl flottir. Virkilega mikið lagt í að gera showið glæsilegt. hugavert að fylgjast með Michael Jackson æfa sig, hvernig hann vinnur...",6,Positive
211,213,Létt fjölskyldumynd... Fannst íslenska þýðingin skemmtileg: Leyndardómar Snæfellsjökuls. Slatti af effectum sem hefði líklega verið fjör að sjá í D bíó...,6,Positive
212,214,Ljúf mynd. Nokkuð fyndin á köflum.,5,Negative
213,215,"Byggt á sannsögulegum atburðum  eða s.s. bók sem dálkahöfundurinn sem Robert Downey Jr. leikur skrifaði.
gætlega lágstemmd  smá artýindie fílingur... Ekta Oscar bait. Voða mannleg mynd um vináttu...",6,Positive
214,216,hugaverð og skemmtileg heimildamynd. Lil Wayne er skrautleg persóna... Gaman að skyggnast bak við tjöldin.,7,Positive
215,217,Mjög fyndin. Georg var ekki eins leiðinlegurþreytandi og ég hefði alveg búist við. lafur RagnarPétur Jóhann sló náttúrulega í gegn  bara fyndin persóna. Slatti af dramatík en ekki eins mikiðyfirþyrmandi og maður hefði búist við miðað við suma Vaktarþættina. Nokkuð góður endir á söguheimi sem var svona aðeins farinn að þreytast mér fannst Fangavaktin engin snilld þótt það væru nokkrir góðir sprettir.,7,Positive
216,218,"Léttmeti. Bjóst nú við heilalausri action mynd... En þetta var kannski aðeins of heilalaust. Action atriðin voru ekkert sérstök, ekkert sem maður hefur ekki séð áður. Handritið var mjög þunnt  slatti af oneliners sem misstu marks. Hellingur af tölvugrafík... stundum var þetta nú ekki alveg nógu vandað, ekki nógu raunverulegteðlilegt. Hvað var síðan málið með bílinn sem Paul Walker var að keyra seinni helminginn, bara ljótur...",4,Negative
217,219,Klassísk s mynd  hefði samt örugglega verið skemmtilegra að horfa á hana á tíunda áratugnum. Létt grínmynd  engin sprenghlægileg atriði.,5,Negative
218,220,gætis spennumynd. Smá Dexter dæmi  svona dark passenger...,6,Positive
219,221,hugaverð mynd um klikkaðan forseta. Nokkuð gott action og spenna inn á milli.,6,Positive
220,222,"Sérstök mynd... eiginlega svolítið skrítin. g held að maður þurfi kannski að horfa á myndina aftur og jafnvel hlusta á commentary hjá leikstjóranum til að fatta betur hvað var nákvæmlega í gangi, púsla þessu saman... etta er fyrsta myndin sem John August leikstýrir  gaurinn sem skrifaði Go. annig að ég varð að tékka á henni. hugaverð mynd, fær mann til að hugsa... leit vel út. hugaverðar persónur...",6,Positive
221,223,Virkilega scary mynd... Vissulega smá Blair Witch Project fílingur  allt tekið upp með myndavél aðalpersónanna og svona. Gaman að horfa á svona öðruvísi myndir. Nú vona ég bara að ég nái að sofna ;,7,Positive
222,224,"Mjög súr mynd. Coenbræður eru nú oft með sérstakar myndir með skrítnum persónum en þetta var svona... já, öðruvísi. Maður var ekki alveg viss hvert hún var að fara fyrri helminginni. Seinni part myndarinnar fóru hlutirnir aðeins meira að gerast. En vel gerð mynd  mjög góð kvikmyndaleg frásögn...
Fyndið að sjá í lokinn: No Jews were harmed in the making of this motion picture.",6,Positive
223,225,"Hörkugóð mynd. Fínasta action og mjög fyndin inn á milli. Robert Downey Jr. er alltaf góður  snillingur í að leika svona wacky persónur. Guy Ritchie kann alveg að búa til skemmtilegar, flottar og fyndnar spennumyndir. Flott myndataka... nokkur ekta Guy Ritchie atriði. Leit mjög vel út  umhverfi, búningar o.s.frv.",8,Positive
224,226,Fínasta action. Handritið var ekki upp á marga fiska en það er kannski ekki nauðsynlegt fyrir svona myndir sem keyra bara á stórum action atriðum.  credit listanum var Hávamál nefnt sem eitt af lögunum. Ekki viss hvenær það var notað en fannst áhugavert að taka eftir þessu.,6,Positive
225,227,hugaverð saga... Nokkuð fyndin á köflum. Flott myndataka. Ekkert gífurlega uplifting enda er umfjöllunarefnið ekkert mjög hressandi. Tónlistin var frekar indieJunoleg.,6,Positive
