id,review,rating,sentiment
169,Mj&#246;g fyndin mynd. L&#233;tt gr&#237;n.,7,Positive
170,"Þessi mynd var nokkurn veginn eins og ég bjóst við - þunnt handrit, enginn framúrskarandi leikur og bara keyrt áfram á fullt af tæknibrellum og sprengingum. Slatti af þekktum andlitum. Megnið af myndinni var í rauninni tölvugrafík og þar sem þeir voru að gera svona mikið út á tölvugrafík og tæknibrellur þá fannst mér hálf lélegt þegar það var of augljóst að þetta var tölvugrafík - var ekki nógu eðlilegt (hreyfingar, litur...). Það var slatti af kjánalegum línum og atriðum. En ágætis afþreying. Ágætlega kúl á köflum, fín bardagaatriði.",6,Neutral
171,Damn&#44; &#254;etta var rugl scary mynd. H&#233;lt manni sko &#225; n&#225;lum&#44; eiginlega allan t&#237;mann. Nettur adrenal&#237;n r&#250;ss&#237;bani. Gott action l&#237;ka. Virkilega g&#243;&#240; hryllingsmynd&#44; vel ger&#240;. H&#250;n var l&#237;ka nett &#243;ge&#240;sleg&#44; nasty stuff...,7,Positive
172,"Virkilega góð mynd. Michael Mann er snillingur, kann virkilega að meta það sem hann gerir. Örugglega í svona 3.-4. skiptið sem ég horfi á þessa mynd en eftir stutta leit í þessum kvikmyndagagnagrunni sem ég er með hérna fann ég ekki gagnrýni fyrir Collateral. Erfitt að skjóta stjörnum á þetta, hefði pottþétt gefið henni 9 ef ég væri að sjá hana í fyrsta skipti í bíó en þetta var bara á RÚV og ekkert að blasta neitt heimabíókerfi... En já, klassa mynd. Góðir leikarar. Gott handrit. Virkilega kúl action atriði. Flott myndataka - svipað og í Public Enemies, skotið digital, notuð náttúruleg/eðlileg lýsing (það sem er til staðar), steadicam... Gott stöff. Eða hvað, ætti ég bara að setja 9 stjörnur á þetta? Jú, fuck it.",9,Positive
173,K&#250;l mynd. Denzel og Tony Scott eru yfirleitt g&#243;&#240;ir saman. En &#254;etta er ekki besta mynd &#254;eirra - frekar t&#253;p&#237;sk&#44; fyrirsj&#225;anleg Hollywood form&#250;lumynd. En ma&#240;ur hefur alltaf l&#250;mskt gaman af New York myndum.,6,Neutral
174,"Mj&#246;g k&#250;l mynd. Skemmtilegar og &#225;hugaver&#240;ar pers&#243;nur. Christoph Waltz sl&#243; &#237; gegn sem SS gaurinn Hans ""the jew hunter"" Landa. G&#243;&#240; saga&#44; gott handrit - eins og Tarantino er lagi&#240;. Gott action og nokku&#240; fyndin &#225; k&#246;flum. En v&#225; hva&#240; &#233;g &#254;oli ekki gulan texta &#40;e. subtitle&#41; &#225; b&#237;&#243;myndum - &#254;a&#240; er alveg vonlaust a&#240; lesa hann &#254;egar &#254;a&#240; er lj&#243;s bakgrunnur og svo er honum varpa&#240; me&#240; skj&#225;varpa e&#240;a eitthva&#240; &#254;annig a&#240; &#254;a&#240; kemur svona daufur kassi yfir alla myndina. &#222;&#225; k&#253;s &#233;g frekar hv&#237;tan e&#240;a gr&#225;an texta me&#240; sv&#246;rtum border.",7,Positive
175,K&#250;l splatter. Mj&#246;g g&#243;&#240; mynd&#44; g&#243;&#240; spenna &#237; gangi. Slatti af sv&#246;rtum h&#250;mor... Nokku&#240; vel leikin - miki&#240; af skrautlegum pers&#243;num. Leit vel &#250;t - flott umgj&#246;r&#240;. Alltaf skemmtilegt a&#240; horfa &#225; vanda&#240;ar &#237;slenskar myndir.,7,Positive
176,"Klikkað spennandi mynd! Mögnuð mynd. Mjög góð. Vel gerð, vönduð. Gott handrit. Góð keyrsla. Góðir leikarar. Ef maður tekur mark á þessari mynd og Funny Games U.S. þá er ekkert sniðugt að eiga sumarhús við stöðuvatn lengst frá öllu ;) Mér finnst frekar magnað að þessi mynd var tekin upp í Suður-Afríku, hefði aldrei dottið það í hug. Man ekki eftir annarri Hollywood mynd sem er tekin upp í Suður-Afríku.",8,Positive
177,Fyndin vitleysa. S&#253;nir nokku&#240; vel hva&#240; p&#243;lit&#237;k er miki&#240; bull &#59;&#41;,6,Neutral
178,"Slatti af þekktum leikurum. Drama alveg í gegn. Minnti mig örlítið á Crash - mikið af mismunandi sögum í gangi, gerist í LA... en alls ekki jafn góð. Í fyrri helmingnum var eins og það var verið að byggja upp geðveika sögu, vinna í karakterum... en síðan datt bara botninn úr þessu - endirinn var frekar slappur. Ekki gott handrit - það var kannski einhver góð pæling í þessu en það var ekki unnið nógu vel úr hugmyndinni. Jessica Biel sem strippari var ekki nóg til að bjarga þessari mynd.",5,Neutral
179,Krakkar svona nett &#237; ruglinu. Fr&#225; Larry Clark&#44; sem ger&#240;i l&#237;ka Kids - svipa&#240; &#254;ema&#44; svipa&#240;ar pers&#243;nur... Nettur indie/low budget bragur...,5,Neutral
180,Mjög hæg mynd. Arty - eða svona indie/minimal... Fjallar um IRA gaura í fangelsi - sem fara svo í hungurverkfall. Nokkuð áhugaverð... Nokkrar langar tökur sem voru frekar impressive.,5,Neutral
181,"Mjög góð mynd. Voða ljúf ástarsaga, nema hún er vampíra ..og hana þyrstir í blóð. Góð saga. Krakkarnir tveir sem léku aðalhlutverkin voru að standa sig nokkuð vel. Alltaf gaman af góðum myndum frá Norðurlöndunum. Það er samt frekar magnað hvað vampírustöff er vinsælt núna...",8,Positive
182,Mj&#246;g g&#243;&#240; mynd. Nokku&#240; frumlegt handrit&#44; &#246;&#240;ruv&#237;si saga en &#233;g bj&#243;st vi&#240;. G&#243;&#240; spenna. Gott action - slatti af t&#246;ff sprengingum&#44; byssubard&#246;gum o.s.frv. Flottar og vanda&#240;ar t&#230;knibrellur. Flott svi&#240;sh&#246;nnun&#44; b&#250;ningar&#44; special effects make-up...,8,Positive
183,G&#243;&#240; mynd. F&#237;nustu leikarar. Myndir um seinni heimstyrj&#246;ldina eru oft spennandi og &#225;hugaver&#240;ar. &#201;g las n&#250; &#243;f&#225;ar b&#230;kur um d&#246;nsku m&#243;tspyrnuhreyfinguna back in the days...,7,Positive
184,G&#243;&#240; spenna... a&#240; vissu leyti klass&#237;sk 90's mynd. &#193;g&#230;tt handrit/plot en nokku&#240; fyrirsj&#225;anlegt.,6,Neutral
185,Gott action. Góð spenna. Fullt af þekktum leikurum. Endirinn er reyndar frekar gallaður...,6,Neutral
186,"Áhugaverð framtíðarpæling - veit samt ekki hvort það sé spennandi tilhugsun að liggja allan daginn og stýra einhverju vélmenni. Ágætt action en meira lagt upp úr spennunni og svona ""löggan að leysa málið"". Nokkuð töff tæknibrellur.",6,Neutral
187,Mjög fyndin mynd - en dramtísk... Kómísk sýn á að höndla það að þurfa hugsa um foreldra sína... Afbragðs leikarar.,6,Neutral
188,Hellingur af &#254;ekktum leikurum - andlit sem ma&#240;ur kannast vi&#240; &#250;r &#253;msum b&#237;&#243;myndum e&#240;a sj&#243;nvarps&#254;&#225;ttum... &#193;hugaver&#240; s&#253;n &#225; krakk-hverfi og f&#243;lki&#240; sem b&#253;r &#254;ar. &#222;a&#240; hef&#240;i m&#225;tt krydda handriti&#240; a&#240;eins&#44; vanta&#240;i sm&#225; f&#250;tt &#237; s&#246;gurnar...,5,Neutral
189,"&#193;g&#230;tist sp&#230;jaramynd - nema &#254;etta er um corporate espionage... &#193;g&#230;t spenna. Twist and turns... hver er a&#240; sv&#237;kja hvern..&#63; Vantar samt eitthva&#240;... hef&#240;i m&#225;tt vera meiri ""adrenal&#237;n spenna"".",6,Neutral
190,Nokku&#240; fyndin. Miki&#240; af silly h&#250;mor eins og ma&#240;ur bj&#243;st vi&#240;...,6,Neutral
191,Nett drama me&#240; dash af action. Vanta&#240;i kannski sm&#225; upp &#225; handriti&#240;...,5,Neutral
192,"Mjög fyndin mynd - það hefði nú verið skrítið ef hún hefði ekki verið neitt fyndin ;) Hellingur af sprenghlægilegum bröndurum. Góð saga, gott handrit - en nokkuð löng mynd. Hellingur af cameos... þessir gaurar eru greinilega með smá sambönd. Slatti af drama, en samt bara passlega, ekki of mikið.",8,Positive
193,"Nokkuð kúl mynd. Ágætlega spennandi... Alltaf gaman af Las Vegas glamúr... Áhugavert að geta talið spil, maður ætti kannski að prófa það einhvern tíman ;)",6,Neutral
194,"<strong>Stelpan sem lék sér með eldinn</strong> segiru... Já, spennandi mynd, en samt ekki jafn góð og fyrri myndin, <strong>Karlmenn sem hata konur</strong>. Nokkuð góð saga, temmilega twisted...",7,Positive
196,"Mjög kúl mynd - leit vel út; umhverfið, áferðin, litirnir... Kúl effect-ar, Crank gaurarnir klikka ekki - öll helstu trick-in sem maður kannast við hjá þeim; hraðar klippingar, funky sjónarhorn... var alveg að virka, mér fannst það alla vega ekki of mikið. Efnislega er hún ekki upp á marga fiska - handritið ekkert alltof bitastætt. En þetta er fínasta afþreying. Líka áhugaverð framtíðar pæling - tækni, siðferði og svona... Gott action, nóg af kúl byssubardögum, sprengingum og þessu helsta. Slatti af þekktum leikurum. Michael C. Hall (aka Dexter) smellpassar sem svona siðferðislaus gaur.",6,Neutral
197,"Mjög fyndin mynd. Slatti scary líka, meira scary en ég bjóst við - eða s.s. svona adrenalín-scary (bú!). Nett brútal líka - smá splatter-húmor. Góð spenna. Hellingur af góðum bröndurum og fyndnum atriðum. Kannski ekki fyndnasta mynd ársins eins og einhver sagði, en gott stöff. Mér fannst intro grafíkin líka mjög kúl - fólk að detta á stafina og skutlandi þeim í burtu.",7,Positive
198,&#193;g&#230;tlega fyndin. Frekar silly. &#222;unnt handrit.,5,Neutral
199,"Mjög kúl mynd. Góð spenna, heavy action - nóg af sprengingum og öðru tilheyrandi. Slatti af mjög flottum atriðum. Nokkuð skemmtilegt handrit, áhugavert plot - ferskt/frumlegt. Gerard Butler er badass, bara svalur.",7,Positive
200,Risastór stórslysamynd. Mjög spennandi á köflum - klikkaðar tæknibrellur. Stundum var þetta eins og mega rússíbani í tívolí - klikkað fjör :) Virkilega flott tölvugrafík - það var líka nóg af henni. En hún var frekar löng... Áhugaverðar pælingar varðandi hvað væri gert ef við vissum að heimurinn væri að farast.,7,Positive
201,"Nokku&#240; fyndin mynd. Bull og vitleysa - eins og ma&#240;ur bj&#243;st n&#250; vi&#240;. Will Ferrel &#225;tti eiginlega <a href=""http&#58;//iam.officialstation.com/post/162877073/what-happened-in-albuquerque-from-the-goods-from-the"">besta atri&#240;i&#240;</a>.",6,Neutral
202,&#193;hugaver&#240; mynd. Svol&#237;ti&#240; &#246;&#240;ruv&#237;si. H&#230;g og sm&#225; art&#253; bragur. Eiginlega einleikur. Leit vel &#250;t - flott leikmynd og raunveruleg t&#246;lvugraf&#237;k.,6,Neutral
203,Enn önnur zombie myndin... Ágæt spenna. Persónurnar ekkert alltof krassandi. Hefði mátt vera meira fútt í handritinu. Myndin er líklega ekki gerð með mjög mikinn budget. Nokkuð dark/niðurdrepandi/vonleysi... definitely not a feel-good movie.,5,Neutral
204,Ýmislegt sem kom ekki á óvart... Þunnt handrit - stundum eiginlega fáránlegt. Lélegur leikur. Ágæt spenna á köflum. Hellingur af effektum sem hefði örugglega verið kúl að sjá í 3D bíó. Þetta er svona mynd sem maður horfir á þegar maður nennir ekki að gera neitt annað og nennir ekki að leita að neinu öðru (*hóst*þynnka*hóst*).,4,Negative
205,F&#237;n mynd. Nokkrir g&#243;&#240;ir brandarar/fyndin atri&#240;i. Zooey er n&#225;tt&#250;rulega vo&#240;a miki&#240; kr&#250;tt. Ekki eins v&#230;min og ma&#240;ur myndi kannski b&#250;ast vi&#240;.,5,Neutral
206,Mj&#246;g fyndin mynd. Einhvern veginn.. l&#225;gstemmd gr&#237;nmynd&#44; nokku&#240; h&#230;g &#225; k&#246;flum - ekkert veri&#240; a&#240; keyra &#225; endalausum punchlines. Fullt af f&#237;num leikurum.,7,Positive
207,Br&#250;tal mynd. Frekar sj&#250;k &#40;eins og vi&#240; m&#225;tti b&#250;ast&#41;. &#193;g&#230;tis gore/hryllingsmynd. Skemmtilegt a&#240; sj&#225; Bl&#225;a L&#243;ni&#240; &#40;og b&#250;ningsklefana &#237; Laugum&#41;.,5,Neutral
208,"&#193;hugaver&#240; og fyndin heimildamynd. A&#240;d&#225;unarvert a&#240; hafa metna&#240; til a&#240; vera enn&#254;&#225; a&#240; spila 30 &#225;rum seinna &#254;r&#225;tt fyrir a&#240; hafa ekki ""meika&#240; &#254;a&#240;"". Nett klikka&#240;ir gaurar. J&#225;&#44; h&#250;n var alveg sprenghl&#230;gileg &#225; k&#246;flum - hellingur af gullmolum &#58;&#41; &#193;hugavert a&#240; fylgjast me&#240; bar&#225;ttu &#254;eirra sem t&#243;nlistarmenn.",7,Positive
209,&#193;g&#230;tis spennumynd. Slatti af sprengingum&#44; byssubard&#246;gum... &#254;essu helsta. Handriti&#240; var ekkert alltof bitast&#230;tt. Leit nokku&#240; vel &#250;t.,6,Neutral
210,"Nicolas Cage er langbestur þegar hann leikur svona klikkaðar persónur (eins og t.d. í Face/Off). Frekar klikkuð mynd - aðallega af því að megnið af persónunum voru nett klikkaðar. Mjög fyndin á köflum, vegna þess hve klikkað liðið var (eða s.s. aðallega Nicolas Cage). 
Já, svona þrálátir bakverkir geta farið illa í mann...",7,Positive
211,"Virkilega flott mynd. Tæknibrellurnar voru óaðfinnanlegar - ótrúlega raunverulegt. Algjör snilld að sjá þetta í 3D - það er líka alveg nauðsynlegt fyrir þessa mynd. Myndatakan var alveg með 3D í huga, oft eins og maður væri staddur þarna. Mögnuð upplifun. Ég var að fíla neon rave stemninguna í frumskóginum á nóttunni - mjög kúl. Flottur og áhugaverður ævintýraheimur. Gott action - lokabardaginn var magnaður, risastór. Ég fékk svolítið á tilfinninguna að þetta væri smá ádeila á Íraksstríðið - alla vega viss tengsl; ráðast inn á landssvæði út af auðlindum og allt það. 3D dótið var reyndar stundum eitthvað að klikka, maður var ekki alveg að ná ""3D fókus"" strax. En það voru kannski bara augun manns að venjast þessu. Töff hvernig það var eins og undirtextinn (e. subtitles) væri svífandi yfir myndinni. Gott stöff.",9,Positive
212,&#193;hugaver&#240; heimildamynd um t&#243;nleika sem hef&#240;u veri&#240; rugl flottir. Virkilega miki&#240; lagt &#237; a&#240; gera show-i&#240; gl&#230;silegt. &#193;hugavert a&#240; fylgjast me&#240; Michael Jackson &#230;fa sig&#44; hvernig hann vinnur...,6,Neutral
213,L&#233;tt fj&#246;lskyldumynd... Fannst &#237;slenska &#254;&#253;&#240;ingin skemmtileg&#58; Leyndard&#243;mar Sn&#230;fellsj&#246;kuls. Slatti af effect-um sem hef&#240;i l&#237;klega veri&#240; fj&#246;r a&#240; sj&#225; &#237; 3D b&#237;&#243;...,6,Neutral
214,Lj&#250;f mynd. Nokku&#240; fyndin &#225; k&#246;flum.,5,Neutral
215,"Byggt &#225; sanns&#246;gulegum atbur&#240;um - e&#240;a s.s. b&#243;k sem d&#225;lkah&#246;fundurinn &#40;sem Robert Downey Jr. leikur&#41; skrifa&#240;i.&#10;&#193;g&#230;tlega l&#225;gstemmd - sm&#225; art&#253;/indie f&#237;lingur... Ekta Oscar bait. Vo&#240;a ""mannleg"" mynd um vin&#225;ttu...",6,Neutral
216,&#193;hugaver&#240; og skemmtileg heimildamynd. Lil' Wayne er skrautleg pers&#243;na... Gaman a&#240; skyggnast bak vi&#240; tj&#246;ldin.,7,Positive
217,Mjög fyndin. Georg var ekki eins leiðinlegur/þreytandi og ég hefði alveg búist við. Ólafur Ragnar/Pétur Jóhann sló náttúrulega í gegn - bara fyndin persóna. Slatti af dramatík en ekki eins mikið/yfirþyrmandi og maður hefði búist við miðað við suma Vaktar-þættina. Nokkuð góður endir á söguheimi sem var svona aðeins farinn að þreytast (mér fannst Fangavaktin engin snilld þótt það væru nokkrir góðir sprettir).,7,Positive
218,L&#233;ttmeti. Bj&#243;st n&#250; vi&#240; heilalausri action mynd... En &#254;etta var kannski a&#240;eins of heilalaust. Action atri&#240;in voru ekkert s&#233;rst&#246;k&#44; ekkert sem ma&#240;ur hefur ekki s&#233;&#240; &#225;&#240;ur. Handriti&#240; var mj&#246;g &#254;unnt - slatti af one-liners sem misstu marks. Hellingur af t&#246;lvugraf&#237;k... stundum var &#254;etta n&#250; ekki alveg n&#243;gu vanda&#240;&#44; ekki n&#243;gu raunverulegt/e&#240;lilegt. Hva&#240; var s&#237;&#240;an m&#225;li&#240; me&#240; b&#237;linn sem Paul Walker var a&#240; keyra seinni helminginn&#44; bara lj&#243;tur...,4,Negative
219,Klass&#237;sk 90's mynd - hef&#240;i samt &#246;rugglega veri&#240; skemmtilegra a&#240; horfa &#225; hana &#225; t&#237;unda &#225;ratugnum. L&#233;tt gr&#237;nmynd - engin sprenghl&#230;gileg atri&#240;i.,5,Neutral
220,"&#193;g&#230;tis spennumynd. Sm&#225; Dexter d&#230;mi - svona ""dark passenger""...",6,Neutral
221,&#193;hugaver&#240; mynd um klikka&#240;an forseta. Nokku&#240; gott action og spenna inn &#225; milli.,6,Neutral
222,S&#233;rst&#246;k mynd... eiginlega svol&#237;ti&#240; skr&#237;tin. &#201;g held a&#240; ma&#240;ur &#254;urfi kannski a&#240; horfa &#225; myndina aftur og jafnvel hlusta &#225; commentary hj&#225; leikstj&#243;ranum til a&#240; fatta betur hva&#240; var n&#225;kv&#230;mlega &#237; gangi&#44; p&#250;sla &#254;essu saman... &#222;etta er fyrsta myndin sem John August leikst&#253;rir - gaurinn sem skrifa&#240;i Go. &#222;annig a&#240; &#233;g var&#240; a&#240; t&#233;kka &#225; henni. &#193;hugaver&#240; mynd&#44; f&#230;r mann til a&#240; hugsa... leit vel &#250;t. &#193;hugaver&#240;ar pers&#243;nur...,6,Neutral
223,Virkilega scary mynd... Vissulega sm&#225; Blair Witch Project f&#237;lingur - allt teki&#240; upp me&#240; myndav&#233;l a&#240;alpers&#243;nanna og svona. Gaman a&#240; horfa &#225; svona &#246;&#240;ruv&#237;si myndir. N&#250; vona &#233;g bara a&#240; &#233;g n&#225;i a&#240; sofna &#59;&#41;,7,Positive
224,"Mjög súr mynd. Coen-bræður eru nú oft með sérstakar myndir með skrítnum persónum en þetta var svona... já, öðruvísi. Maður var ekki alveg viss hvert hún var að fara fyrri helminginni. Seinni part myndarinnar fóru hlutirnir aðeins meira að gerast. En vel gerð mynd - mjög góð kvikmyndaleg frásögn...
Fyndið að sjá í lokinn: ""No Jews were harmed in the making of this motion picture.""",6,Neutral
225,H&#246;rkug&#243;&#240; mynd. F&#237;nasta action og mj&#246;g fyndin inn &#225; milli. Robert Downey Jr. er alltaf g&#243;&#240;ur - snillingur &#237; a&#240; leika svona wacky pers&#243;nur. Guy Ritchie kann alveg a&#240; b&#250;a til skemmtilegar&#44; flottar og fyndnar spennumyndir. Flott myndataka... nokkur ekta Guy Ritchie atri&#240;i. Leit mj&#246;g vel &#250;t - umhverfi&#44; b&#250;ningar o.s.frv.,8,Positive
226,Fínasta action. Handritið var ekki upp á marga fiska en það er kannski ekki nauðsynlegt fyrir svona myndir sem keyra bara á stórum action atriðum. Í credit listanum var Hávamál nefnt sem eitt af lögunum. Ekki viss hvenær það var notað en fannst áhugavert að taka eftir þessu.,6,Neutral
227,"Áhugaverð saga... Nokkuð fyndin á köflum. Flott myndataka. Ekkert gífurlega ""uplifting"" enda er umfjöllunarefnið ekkert mjög hressandi. Tónlistin var frekar indie/Juno-leg.",6,Neutral
228,"Kúl mynd. Töff áferð á henni, allt frekar brún/gráleitt - setti viðeigandi tón fyrir svona eftir-heimsendi (post-apocalytic) mynd. Denzel eitursvalur eins og venjulega. Mjög flott slagsmálaatriði. Mila Kunis var líka nokkuð kúl - það þarf ekkert að fara nánar út í það hvað hún er fiiine. Það er greinilegt að í framtíðinni er bráðnauðsynlegt að eiga flott sólgleraugu ;) Nokkur skemmtileg product placements - iPod Classic sem var ennþá alive and kicking og svo Beats by Dr. Dre heyrnatól (2 mismunandi týpur). Það var nett kúrekastemning - lone drifter walking through town, smábær í eiðimörkinni, bar/hóruhús sem höfuðstöðvar vonda kallsins...",7,Positive
229,"Mj&#246;g skr&#237;tin mynd... handriti&#240; var frekar spes. Tekin upp me&#240; <a href=""http&#58;//en.wikipedia.org/wiki/RED_Digital_Cinema"">RED myndav&#233;l</a>&#44; Soderbergh er greinilega a&#240; f&#237;la RED &#237; t&#230;tlur.",5,Neutral
230,Vo&#240;a kr&#250;ttleg og awkward mynd... nokku&#240; fyndin &#225; k&#246;flum. Indie bragur/low budget...,5,Neutral
231,Mjög áhugaverð heimildamynd um uppruna þessara gengja (Crips &amp; Bloods) og stríðið á milli þeirra. Meðal annars farið yfir sögu blökkumanna í Bandaríkjunum.,6,Neutral
232,H&#246;rkuspennandi &#230;vint&#253;ramynd. Nokku&#240; form&#250;lukennd og cheesy &#225; k&#246;flum. Gott gore/splatter action &#237; gangi - nokku&#240; br&#250;tal.,6,Neutral
233,Spennandi hryllingsmynd&#44; heldur manni alveg &#225; n&#225;lum. Enginn st&#243;rleikur... Frekar dark &amp; twisted eins og flestar myndir sem Joel Schumacher leikst&#253;rir.,5,Neutral
234,Temmilega s&#250;r mynd. N&#243;g af &#254;ekktum leikurum... &#193;g&#230;tlega spaugleg &#225; k&#246;flum. S&#246;gu&#254;r&#225;&#240;urinn var samt h&#225;lf slappur.,4,Negative
235,Drama alveg &#237; gegn. Vel leikin. Frekar rugla&#240; hva&#240; str&#237;&#240; geta fokka&#240; upp fj&#246;lskyldum...,6,Neutral
236,"Fín heilalaus skemmtun - gott handrit er ekkert nauðsynlegt fyrir svona myndir. Töff action - góð keyrsla, nánast linnulaust. Nóg af íburðamiklum byssubardögum og sprengingum. Slatti af klassískum Luc Besson bílaeltingaleikjum.",6,Neutral
237,"Elsta kvikmynd sem &#233;g hef horft &#225;. Horf&#240;i &#225; hana &#225; <a href=""http&#58;//www.theauteurs.com/films/24647"">theauteurs.com</a>. &#193;hugavert a&#240; horfa &#225; mynd sem var ger&#240; fyrir meira en 100 &#225;rum. Magna&#240;ir special effects &#237; gangi &#59;&#41;",4,Negative
238,Frekar kj&#225;naleg. N&#243;g af bl&#243;&#240;i - alveg extreme miki&#240; af bl&#243;&#240;i a&#240; sprautast &#250;t um allt&#44; nettur splatter. N&#243;g af action og ninja bard&#246;gum sem voru &#225;g&#230;tlega k&#250;l. Meira supernatural en &#233;g bj&#243;st vi&#240;. Hmm... &#254;etta var leikst&#253;rt af James McTeigue sem leikst&#253;r&#240;i l&#237;ka V for Vendetta. Honum t&#243;kst greinilega ekki alveg n&#243;gu vel &#237; &#254;etta skipti&#240; - l&#237;klega af &#254;v&#237; a&#240; &#254;a&#240; voru ekki jafn g&#243;&#240;ir leikarar og jafn gott handrit. Eins og me&#240; V &#254;&#225; var &#254;essi mynd l&#237;ka framleidd af Wachowski duo-inu og Joel Silver. Ma&#240;ur var alveg a&#240; sj&#225; sm&#225; Matrix effect-a &#237; bard&#246;gunum...,4,Negative
239,"Mjög töff mynd. Matt Damon alveg að virka í svona super soldier hlutverki (þetta var samt ekki eins extreme og Jason Bourne). Góð action keyrsla... eltingaleikirnir voru intense - hlaupandi á milli húsa á fullu og myndatökumaðurinn þétt á eftir. Mjög flott myndataka. Er að fíla svona urban warfare myndir - eins og Black Hawk Down, Body of Lies o.s.frv. Eitthvað spennandi, öðruvísi og ófyrirsjáanlegt við þannig bardaga. 

<br><br>Mér fannst umhverfið frekar magnað... mörg skot þar sem sást yfir mjög stórt (stríðshrjáð) svæði og það var nokkuð impressive. Veit ekki hversu miklu var bætt við með tölvugrafík en þetta var ansi trúverðugt. Hefði alveg mátt ljúga því að mér að þetta hefði bara verið tekið upp í Írak - en þetta var víst tekið upp á Spáni og svo í Morokkó. 

<br><br>Herinn er oft með alls konar kúl tækni... ég var að fíla þyrluna sem flaug yfir borgina og gat greint sjálfkrafa (í myrkri) hvort einhver væri Bandarískur hermaður eða óvinur.",8,Positive
240,&#193;g&#230;tis hryllingsmynd. Frekar nasty &#225; k&#246;flum.,5,Neutral
241,Drama. L&#237;fi&#240; og allt &#254;a&#240;. Vel leikin.,7,Positive
242,Vo&#240;a lj&#250;f mynd. Ekki eins v&#230;min og ma&#240;ur g&#230;ti b&#250;ist vi&#240;. &#193;g&#230;tlega fyndin &#225; k&#246;flum. Veit n&#250; ekki alveg me&#240; &#211;skars-leik&#44; en ekki illa leikin - nema kannski litli krakkinn &#40;SJ&#41;&#44; sm&#225; ofleikur &#237; gangi. Huglj&#250;f fj&#246;lskyldumynd.,6,Neutral
243,Nokku&#240; spennandi. &#193;g&#230;tt action inn &#225; milli. Samt eitthva&#240; off - kannski handriti&#240;/sagan/plot-i&#240; e&#240;a leikurinn. E&#240;a blanda af b&#230;&#240;i. Trailer-inn var eiginlega flottari&#44; meira p&#250;&#240;ur &#237; honum.,5,Neutral
244,Mjög fyndin mynd. Eins og við mátti búast var hún mjög silly - eiginlega vitleysa út í gegn. En gott fjör. Ekkert brjálæðislega gott handrit eða söguþráður en það er ekkert nauðsynlegt með svona mynd. Það var nóg af sprenghlægilegum atriðum.,7,Positive
245,&#193;hugaver&#240; mynd um l&#237;f Biggie Smalls aka The Notorious B.I.G.,6,Neutral
246,Nokku&#240; spennandi mynd. G&#243;&#240;ir leikarar - vel leikin.,6,Neutral
247,Algj&#246;r vitleysa - en nokku&#240; fyndin.,5,Neutral
248,"Virkilega flott mynd - annað eins hefur ekki sést, einstök mynd. Stútfull af þekktum (og góðum leikurum). Það voru nokkur áhugaverð atriði í Extended útgáfunni en líka atriði sem maður skilur af hverju var sleppt. Á sínum tíma var talað um að þeir ætluðu að gera Sin City 2 og jafnvel 3 líka en maður hefur ekki heyrt neitt um það nýlega.
<br/><br/>
Þetta skrifaði ég víst þegar <a href=""http://www.officialstation.com/2005/06/23/biodagar-their-lifa-enn-biodagar-da-da-ra"">ég sá hana fyrst</a>: ""Shit hvað þetta er svöl mynd! Útlitið, persónurnar og samræðurnar eru alveg að gera sig. Mjög skemmtileg saga, hörku action-atriði og fullt af hot gellum. Topp úrval leikara sem voru alveg að skila sínu – sérstaklega Mickey Rourke sem er að koma sterkur inn aftur eftir smá pásu. Mæli eindregið með að sem flestir sjái þessa – gæða mynd í alla staði. Síðan er ekki verra að 2 og 3 eru á leiðinni ..hlakka til.""",8,Positive
249,Gott fj&#246;r. Mj&#246;g fyndin mynd - ekki vi&#240; &#246;&#240;ru a&#240; b&#250;ast fr&#225; Steve Carell og Tina Fey. Hellingur af &#254;ekktum leikurum.,7,Positive
250,Post-apocalypse mynd eins og Book of Eli en þessi var töluvert meira niðurdrepandi. Allt mjög grámyglulegt og ömurlegt. En nokkuð áhugaverð saga/ferðalag hjá þessum feðgum. Ágætlega spennandi á köflum.,6,Neutral
251,&#193;hugavert a&#240; sj&#225; hvernig kvikmyndager&#240; var 1974 &#40;Star Wars&#58; Episode IV kom &#250;t 3 &#225;rum seinna&#41;. Fl&#230;&#240;i&#240; og klippingin var ekki eins smooth og h&#250;n er n&#250;na. Nett hippa stemning. Ekkert f&#225;r&#225;nlega vel leikin. Meira skr&#237;tin/freaky/bizarre en &#233;g bj&#243;st vi&#240;. Frekar stuttur credit listi.,4,Negative
252,Fínasta hryllingsmynd. Mjög spennandi á köflum. Fullt af sjokk-atriðum - maður fékk góðan skammt af adrenalíni og var oft alveg á nálum. Að vissu leyti týpísk vírusmynd. Smá zombie bragur. Þetta er víst endurgerð af samnefndri mynd frá 1973 sem George A. Romero gerði.,7,Positive
253,Góð grín-spennumynd. Kúl action atriði í bland við góðan húmor. Meira brútal en ég bjóst við. Skemmtilegar persónur - sérstaklega Hit-Girl.,7,Positive
254,"Góð mynd. Mjög flott - umgjörðin, búningarnir o.s.frv. mjög áhrifamikið. Mjög stór/íburðamikil mynd (á köflum alla vega). Slatti af stórum bardögum. Fullt af góðum leikurum. Aðeins öðruvísi Hróa Hattar saga en maður hefur séð áður - engin Men in Tights ;)",8,Positive
